"body_mass_value","migration_strategy","population"
27.5,"for_strat_wataroundsurf",0
27.5,"for_strat_ground",30
27.5,"for_strat_understory",30
27.5,"for_strat_midhigh",40
27.5,"for_strat_canopy",0
27.5,"for_strat_aerial",0
23.3,"for_strat_watbelowsurf",0
23.3,"for_strat_wataroundsurf",0
23.3,"for_strat_ground",0
23.3,"for_strat_understory",0
23.3,"for_strat_midhigh",100
23.3,"for_strat_canopy",0
23.3,"for_strat_aerial",0
23.3,"for_strat_watbelowsurf",0
23.3,"for_strat_wataroundsurf",0
23.3,"for_strat_ground",30
23.3,"for_strat_understory",30
23.3,"for_strat_midhigh",40
23.3,"for_strat_canopy",0
23.3,"for_strat_aerial",0
27,"for_strat_watbelowsurf",0
27,"for_strat_wataroundsurf",0
27,"for_strat_ground",30
27,"for_strat_understory",30
27,"for_strat_midhigh",40
27,"for_strat_canopy",0
27,"for_strat_aerial",0
22.9,"for_strat_watbelowsurf",0
22.9,"for_strat_wataroundsurf",0
22.9,"for_strat_ground",20
22.9,"for_strat_understory",60
22.9,"for_strat_midhigh",20
22.9,"for_strat_canopy",0
22.9,"for_strat_aerial",0
23.45,"for_strat_watbelowsurf",0
23.45,"for_strat_wataroundsurf",0
23.45,"for_strat_ground",33
23.45,"for_strat_understory",33
23.45,"for_strat_midhigh",33
23.45,"for_strat_canopy",0
23.45,"for_strat_aerial",0
30,"for_strat_watbelowsurf",0
30,"for_strat_wataroundsurf",0
30,"for_strat_ground",30
30,"for_strat_understory",40
30,"for_strat_midhigh",30
30,"for_strat_canopy",0
30,"for_strat_aerial",0
27.5,"for_strat_watbelowsurf",0
27.5,"for_strat_wataroundsurf",0
27.5,"for_strat_ground",30
27.5,"for_strat_understory",40
27.5,"for_strat_midhigh",30
27.5,"for_strat_canopy",0
27.5,"for_strat_aerial",0
25.7,"for_strat_watbelowsurf",0
25.7,"for_strat_wataroundsurf",0
25.7,"for_strat_ground",20
25.7,"for_strat_understory",40
25.7,"for_strat_midhigh",40
25.7,"for_strat_canopy",0
25.7,"for_strat_aerial",0
24.2,"for_strat_watbelowsurf",0
24.2,"for_strat_wataroundsurf",0
24.2,"for_strat_ground",30
24.2,"for_strat_understory",40
24.2,"for_strat_midhigh",30
24.2,"for_strat_canopy",0
24.2,"for_strat_aerial",0
20.3,"for_strat_watbelowsurf",0
20.3,"for_strat_wataroundsurf",0
20.3,"for_strat_ground",0
20.3,"for_strat_understory",20
20.3,"for_strat_midhigh",80
20.3,"for_strat_canopy",0
20.3,"for_strat_aerial",0
19.3,"for_strat_watbelowsurf",0
19.3,"for_strat_wataroundsurf",0
19.3,"for_strat_ground",0
19.3,"for_strat_understory",10
19.3,"for_strat_midhigh",90
19.3,"for_strat_canopy",0
19.3,"for_strat_aerial",0
19.97,"for_strat_watbelowsurf",0
19.97,"for_strat_wataroundsurf",0
19.97,"for_strat_ground",0
19.97,"for_strat_understory",60
19.97,"for_strat_midhigh",40
19.97,"for_strat_canopy",0
19.97,"for_strat_aerial",0
19.4,"for_strat_watbelowsurf",0
19.4,"for_strat_wataroundsurf",0
19.4,"for_strat_ground",0
19.4,"for_strat_understory",20
19.4,"for_strat_midhigh",80
19.4,"for_strat_canopy",0
19.4,"for_strat_aerial",0
23.6,"for_strat_watbelowsurf",0
23.6,"for_strat_wataroundsurf",0
23.6,"for_strat_ground",0
23.6,"for_strat_understory",20
23.6,"for_strat_midhigh",80
23.6,"for_strat_canopy",0
23.6,"for_strat_aerial",0
24.86,"for_strat_watbelowsurf",0
24.86,"for_strat_wataroundsurf",0
24.86,"for_strat_ground",0
24.86,"for_strat_understory",60
24.86,"for_strat_midhigh",40
24.86,"for_strat_canopy",0
24.86,"for_strat_aerial",0
18.68,"for_strat_watbelowsurf",0
18.68,"for_strat_wataroundsurf",0
18.68,"for_strat_ground",0
18.68,"for_strat_understory",10
18.68,"for_strat_midhigh",90
18.68,"for_strat_canopy",0
18.68,"for_strat_aerial",0
21.1,"for_strat_watbelowsurf",0
21.1,"for_strat_wataroundsurf",0
21.1,"for_strat_ground",0
21.1,"for_strat_understory",60
21.1,"for_strat_midhigh",40
21.1,"for_strat_canopy",0
21.1,"for_strat_aerial",0
21.1,"for_strat_watbelowsurf",0
21.1,"for_strat_wataroundsurf",0
21.1,"for_strat_ground",40
21.1,"for_strat_understory",40
21.1,"for_strat_midhigh",10
21.1,"for_strat_canopy",10
21.1,"for_strat_aerial",0
20.4,"for_strat_watbelowsurf",0
20.4,"for_strat_wataroundsurf",0
20.4,"for_strat_ground",0
20.4,"for_strat_understory",20
20.4,"for_strat_midhigh",80
20.4,"for_strat_canopy",0
20.4,"for_strat_aerial",0
24.1,"for_strat_watbelowsurf",0
24.1,"for_strat_wataroundsurf",0
24.1,"for_strat_ground",0
24.1,"for_strat_understory",20
24.1,"for_strat_midhigh",60
24.1,"for_strat_canopy",20
24.1,"for_strat_aerial",0
20.2,"for_strat_watbelowsurf",0
20.2,"for_strat_wataroundsurf",0
20.2,"for_strat_ground",0
20.2,"for_strat_understory",30
20.2,"for_strat_midhigh",70
20.2,"for_strat_canopy",0
20.2,"for_strat_aerial",0
32,"for_strat_watbelowsurf",0
32,"for_strat_wataroundsurf",0
32,"for_strat_ground",0
32,"for_strat_understory",30
32,"for_strat_midhigh",70
32,"for_strat_canopy",0
32,"for_strat_aerial",0
31,"for_strat_watbelowsurf",0
31,"for_strat_wataroundsurf",0
31,"for_strat_ground",0
31,"for_strat_understory",50
31,"for_strat_midhigh",50
31,"for_strat_canopy",0
31,"for_strat_aerial",0
31,"for_strat_watbelowsurf",0
31,"for_strat_wataroundsurf",0
31,"for_strat_ground",0
31,"for_strat_understory",20
31,"for_strat_midhigh",80
31,"for_strat_canopy",0
31,"for_strat_aerial",0
24.6,"for_strat_watbelowsurf",0
24.6,"for_strat_wataroundsurf",0
24.6,"for_strat_ground",0
24.6,"for_strat_understory",80
24.6,"for_strat_midhigh",20
24.6,"for_strat_canopy",0
24.6,"for_strat_aerial",0
20.7,"for_strat_watbelowsurf",0
20.7,"for_strat_wataroundsurf",0
20.7,"for_strat_ground",0
20.7,"for_strat_understory",20
20.7,"for_strat_midhigh",60
20.7,"for_strat_canopy",20
20.7,"for_strat_aerial",0
16.16,"for_strat_watbelowsurf",0
16.16,"for_strat_wataroundsurf",0
16.16,"for_strat_ground",0
16.16,"for_strat_understory",30
16.16,"for_strat_midhigh",70
16.16,"for_strat_canopy",0
16.16,"for_strat_aerial",0
14.87,"for_strat_watbelowsurf",0
14.87,"for_strat_wataroundsurf",0
14.87,"for_strat_ground",0
14.87,"for_strat_understory",40
14.87,"for_strat_midhigh",40
14.87,"for_strat_canopy",20
14.87,"for_strat_aerial",0
12,"for_strat_watbelowsurf",0
12,"for_strat_wataroundsurf",0
12,"for_strat_ground",0
12,"for_strat_understory",50
12,"for_strat_midhigh",50
12,"for_strat_canopy",0
12,"for_strat_aerial",0
14.9,"for_strat_watbelowsurf",0
14.9,"for_strat_wataroundsurf",0
14.9,"for_strat_ground",0
14.9,"for_strat_understory",50
14.9,"for_strat_midhigh",50
14.9,"for_strat_canopy",0
14.9,"for_strat_aerial",0
16.16,"for_strat_watbelowsurf",0
16.16,"for_strat_wataroundsurf",0
16.16,"for_strat_ground",0
16.16,"for_strat_understory",0
16.16,"for_strat_midhigh",100
16.16,"for_strat_canopy",0
16.16,"for_strat_aerial",0
20.2,"for_strat_watbelowsurf",0
20.2,"for_strat_wataroundsurf",0
20.2,"for_strat_ground",0
20.2,"for_strat_understory",70
20.2,"for_strat_midhigh",30
20.2,"for_strat_canopy",0
20.2,"for_strat_aerial",0
20.5,"for_strat_watbelowsurf",0
20.5,"for_strat_wataroundsurf",0
20.5,"for_strat_ground",40
20.5,"for_strat_understory",40
20.5,"for_strat_midhigh",20
20.5,"for_strat_canopy",0
20.5,"for_strat_aerial",0
16.16,"for_strat_watbelowsurf",0
16.16,"for_strat_wataroundsurf",0
16.16,"for_strat_ground",50
16.16,"for_strat_understory",50
16.16,"for_strat_midhigh",0
16.16,"for_strat_canopy",0
16.16,"for_strat_aerial",0
20.4,"for_strat_watbelowsurf",0
20.4,"for_strat_wataroundsurf",0
20.4,"for_strat_ground",0
20.4,"for_strat_understory",80
20.4,"for_strat_midhigh",20
20.4,"for_strat_canopy",0
20.4,"for_strat_aerial",0
17.7,"for_strat_watbelowsurf",0
17.7,"for_strat_wataroundsurf",0
17.7,"for_strat_ground",0
17.7,"for_strat_understory",30
17.7,"for_strat_midhigh",70
17.7,"for_strat_canopy",0
17.7,"for_strat_aerial",0
15.7,"for_strat_watbelowsurf",0
15.7,"for_strat_wataroundsurf",0
15.7,"for_strat_ground",0
15.7,"for_strat_understory",10
15.7,"for_strat_midhigh",90
15.7,"for_strat_canopy",0
15.7,"for_strat_aerial",0
17.2,"for_strat_watbelowsurf",0
17.2,"for_strat_wataroundsurf",0
17.2,"for_strat_ground",0
17.2,"for_strat_understory",20
17.2,"for_strat_midhigh",80
17.2,"for_strat_canopy",0
17.2,"for_strat_aerial",0
6.4,"for_strat_watbelowsurf",0
6.4,"for_strat_wataroundsurf",0
6.4,"for_strat_ground",0
6.4,"for_strat_understory",0
6.4,"for_strat_midhigh",100
6.4,"for_strat_canopy",0
6.4,"for_strat_aerial",0
8.4,"for_strat_watbelowsurf",0
8.4,"for_strat_wataroundsurf",0
8.4,"for_strat_ground",0
8.4,"for_strat_understory",0
8.4,"for_strat_midhigh",60
8.4,"for_strat_canopy",40
8.4,"for_strat_aerial",0
7.8,"for_strat_watbelowsurf",0
7.8,"for_strat_wataroundsurf",0
7.8,"for_strat_ground",0
7.8,"for_strat_understory",33
7.8,"for_strat_midhigh",33
7.8,"for_strat_canopy",33
7.8,"for_strat_aerial",0
6.7,"for_strat_watbelowsurf",0
6.7,"for_strat_wataroundsurf",0
6.7,"for_strat_ground",0
6.7,"for_strat_understory",0
6.7,"for_strat_midhigh",50
6.7,"for_strat_canopy",50
6.7,"for_strat_aerial",0
8.3,"for_strat_watbelowsurf",0
8.3,"for_strat_wataroundsurf",0
8.3,"for_strat_ground",0
8.3,"for_strat_understory",20
8.3,"for_strat_midhigh",80
8.3,"for_strat_canopy",0
8.3,"for_strat_aerial",0
8.2,"for_strat_watbelowsurf",0
8.2,"for_strat_wataroundsurf",0
8.2,"for_strat_ground",0
8.2,"for_strat_understory",50
8.2,"for_strat_midhigh",50
8.2,"for_strat_canopy",0
8.2,"for_strat_aerial",0
8.3,"for_strat_watbelowsurf",0
8.3,"for_strat_wataroundsurf",0
8.3,"for_strat_ground",0
8.3,"for_strat_understory",20
8.3,"for_strat_midhigh",80
8.3,"for_strat_canopy",0
8.3,"for_strat_aerial",0
10.7,"for_strat_watbelowsurf",0
10.7,"for_strat_wataroundsurf",0
10.7,"for_strat_ground",40
10.7,"for_strat_understory",40
10.7,"for_strat_midhigh",20
10.7,"for_strat_canopy",0
10.7,"for_strat_aerial",0
11,"for_strat_watbelowsurf",0
11,"for_strat_wataroundsurf",0
11,"for_strat_ground",50
11,"for_strat_understory",50
11,"for_strat_midhigh",0
11,"for_strat_canopy",0
11,"for_strat_aerial",0
11.3,"for_strat_watbelowsurf",0
11.3,"for_strat_wataroundsurf",0
11.3,"for_strat_ground",40
11.3,"for_strat_understory",40
11.3,"for_strat_midhigh",20
11.3,"for_strat_canopy",0
11.3,"for_strat_aerial",0
9.2,"for_strat_watbelowsurf",0
9.2,"for_strat_wataroundsurf",0
9.2,"for_strat_ground",0
9.2,"for_strat_understory",20
9.2,"for_strat_midhigh",80
9.2,"for_strat_canopy",0
9.2,"for_strat_aerial",0
10.4,"for_strat_watbelowsurf",0
10.4,"for_strat_wataroundsurf",0
10.4,"for_strat_ground",0
10.4,"for_strat_understory",10
10.4,"for_strat_midhigh",90
10.4,"for_strat_canopy",0
10.4,"for_strat_aerial",0
9.4,"for_strat_watbelowsurf",0
9.4,"for_strat_wataroundsurf",0
9.4,"for_strat_ground",0
9.4,"for_strat_understory",80
9.4,"for_strat_midhigh",20
9.4,"for_strat_canopy",0
9.4,"for_strat_aerial",0
8.7,"for_strat_watbelowsurf",0
8.7,"for_strat_wataroundsurf",0
8.7,"for_strat_ground",0
8.7,"for_strat_understory",80
8.7,"for_strat_midhigh",20
8.7,"for_strat_canopy",0
8.7,"for_strat_aerial",0
10.7,"for_strat_watbelowsurf",0
10.7,"for_strat_wataroundsurf",0
10.7,"for_strat_ground",0
10.7,"for_strat_understory",50
10.7,"for_strat_midhigh",50
10.7,"for_strat_canopy",0
10.7,"for_strat_aerial",0
9.4,"for_strat_watbelowsurf",0
9.4,"for_strat_wataroundsurf",0
9.4,"for_strat_ground",0
9.4,"for_strat_understory",20
9.4,"for_strat_midhigh",80
9.4,"for_strat_canopy",0
9.4,"for_strat_aerial",0
11.4,"for_strat_watbelowsurf",0
11.4,"for_strat_wataroundsurf",0
11.4,"for_strat_ground",0
11.4,"for_strat_understory",20
11.4,"for_strat_midhigh",80
11.4,"for_strat_canopy",0
11.4,"for_strat_aerial",0
8.09,"for_strat_watbelowsurf",0
8.09,"for_strat_wataroundsurf",0
8.09,"for_strat_ground",0
8.09,"for_strat_understory",20
8.09,"for_strat_midhigh",80
8.09,"for_strat_canopy",0
8.09,"for_strat_aerial",0
9,"for_strat_watbelowsurf",0
9,"for_strat_wataroundsurf",0
9,"for_strat_ground",50
9,"for_strat_understory",50
9,"for_strat_midhigh",0
9,"for_strat_canopy",0
9,"for_strat_aerial",0
9.6,"for_strat_watbelowsurf",0
9.6,"for_strat_wataroundsurf",0
9.6,"for_strat_ground",0
9.6,"for_strat_understory",20
9.6,"for_strat_midhigh",80
9.6,"for_strat_canopy",0
9.6,"for_strat_aerial",0
8.88,"for_strat_watbelowsurf",0
8.88,"for_strat_wataroundsurf",0
8.88,"for_strat_ground",0
8.88,"for_strat_understory",50
8.88,"for_strat_midhigh",50
8.88,"for_strat_canopy",0
8.88,"for_strat_aerial",0
9.4,"for_strat_watbelowsurf",0
9.4,"for_strat_wataroundsurf",0
9.4,"for_strat_ground",0
9.4,"for_strat_understory",50
9.4,"for_strat_midhigh",50
9.4,"for_strat_canopy",0
9.4,"for_strat_aerial",0
6.4,"for_strat_watbelowsurf",0
6.4,"for_strat_wataroundsurf",0
6.4,"for_strat_ground",0
6.4,"for_strat_understory",30
6.4,"for_strat_midhigh",70
6.4,"for_strat_canopy",0
6.4,"for_strat_aerial",0
8,"for_strat_watbelowsurf",0
8,"for_strat_wataroundsurf",0
8,"for_strat_ground",0
8,"for_strat_understory",50
8,"for_strat_midhigh",50
8,"for_strat_canopy",0
8,"for_strat_aerial",0
8.4,"for_strat_watbelowsurf",0
8.4,"for_strat_wataroundsurf",0
8.4,"for_strat_ground",0
8.4,"for_strat_understory",20
8.4,"for_strat_midhigh",80
8.4,"for_strat_canopy",0
8.4,"for_strat_aerial",0
11.5,"for_strat_watbelowsurf",0
11.5,"for_strat_wataroundsurf",0
11.5,"for_strat_ground",0
11.5,"for_strat_understory",20
11.5,"for_strat_midhigh",80
11.5,"for_strat_canopy",0
11.5,"for_strat_aerial",0
9.59,"for_strat_watbelowsurf",0
9.59,"for_strat_wataroundsurf",0
9.59,"for_strat_ground",0
9.59,"for_strat_understory",40
9.59,"for_strat_midhigh",60
9.59,"for_strat_canopy",0
9.59,"for_strat_aerial",0
8,"for_strat_watbelowsurf",0
8,"for_strat_wataroundsurf",0
8,"for_strat_ground",0
8,"for_strat_understory",70
8,"for_strat_midhigh",30
8,"for_strat_canopy",0
8,"for_strat_aerial",0
8.88,"for_strat_watbelowsurf",0
8.88,"for_strat_wataroundsurf",0
8.88,"for_strat_ground",0
8.88,"for_strat_understory",0
8.88,"for_strat_midhigh",100
8.88,"for_strat_canopy",0
8.88,"for_strat_aerial",0
8.6,"for_strat_watbelowsurf",0
8.6,"for_strat_wataroundsurf",0
8.6,"for_strat_ground",0
8.6,"for_strat_understory",0
8.6,"for_strat_midhigh",100
8.6,"for_strat_canopy",0
8.6,"for_strat_aerial",0
9.3,"for_strat_watbelowsurf",0
9.3,"for_strat_wataroundsurf",0
9.3,"for_strat_ground",0
9.3,"for_strat_understory",50
9.3,"for_strat_midhigh",50
9.3,"for_strat_canopy",0
9.3,"for_strat_aerial",0
16,"for_strat_watbelowsurf",0
16,"for_strat_wataroundsurf",0
16,"for_strat_ground",100
16,"for_strat_understory",0
16,"for_strat_midhigh",0
16,"for_strat_canopy",0
16,"for_strat_aerial",0
23,"for_strat_watbelowsurf",0
23,"for_strat_wataroundsurf",0
23,"for_strat_ground",50
23,"for_strat_understory",50
23,"for_strat_midhigh",0
23,"for_strat_canopy",0
23,"for_strat_aerial",0
11.5,"for_strat_watbelowsurf",0
11.5,"for_strat_wataroundsurf",0
11.5,"for_strat_ground",0
11.5,"for_strat_understory",0
11.5,"for_strat_midhigh",50
11.5,"for_strat_canopy",50
11.5,"for_strat_aerial",0
12.5,"for_strat_watbelowsurf",0
12.5,"for_strat_wataroundsurf",0
12.5,"for_strat_ground",0
12.5,"for_strat_understory",0
12.5,"for_strat_midhigh",40
12.5,"for_strat_canopy",60
12.5,"for_strat_aerial",0
9.85,"for_strat_watbelowsurf",0
9.85,"for_strat_wataroundsurf",0
9.85,"for_strat_ground",0
9.85,"for_strat_understory",0
9.85,"for_strat_midhigh",100
9.85,"for_strat_canopy",0
9.85,"for_strat_aerial",0
8.9,"for_strat_watbelowsurf",0
8.9,"for_strat_wataroundsurf",0
8.9,"for_strat_ground",0
8.9,"for_strat_understory",0
8.9,"for_strat_midhigh",70
8.9,"for_strat_canopy",30
8.9,"for_strat_aerial",0
9.5,"for_strat_watbelowsurf",0
9.5,"for_strat_wataroundsurf",0
9.5,"for_strat_ground",0
9.5,"for_strat_understory",0
9.5,"for_strat_midhigh",100
9.5,"for_strat_canopy",0
9.5,"for_strat_aerial",0
10.3,"for_strat_watbelowsurf",0
10.3,"for_strat_wataroundsurf",0
10.3,"for_strat_ground",0
10.3,"for_strat_understory",0
10.3,"for_strat_midhigh",100
10.3,"for_strat_canopy",0
10.3,"for_strat_aerial",0
8.8,"for_strat_watbelowsurf",0
8.8,"for_strat_wataroundsurf",0
8.8,"for_strat_ground",0
8.8,"for_strat_understory",0
8.8,"for_strat_midhigh",100
8.8,"for_strat_canopy",0
8.8,"for_strat_aerial",0
9.9,"for_strat_watbelowsurf",0
9.9,"for_strat_wataroundsurf",0
9.9,"for_strat_ground",0
9.9,"for_strat_understory",0
9.9,"for_strat_midhigh",100
9.9,"for_strat_canopy",0
9.9,"for_strat_aerial",0
10.86,"for_strat_watbelowsurf",0
10.86,"for_strat_wataroundsurf",0
10.86,"for_strat_ground",0
10.86,"for_strat_understory",0
10.86,"for_strat_midhigh",50
10.86,"for_strat_canopy",50
10.86,"for_strat_aerial",0
10.86,"for_strat_watbelowsurf",0
10.86,"for_strat_wataroundsurf",0
10.86,"for_strat_ground",0
10.86,"for_strat_understory",0
10.86,"for_strat_midhigh",100
10.86,"for_strat_canopy",0
10.86,"for_strat_aerial",0
12.8,"for_strat_watbelowsurf",0
12.8,"for_strat_wataroundsurf",0
12.8,"for_strat_ground",0
12.8,"for_strat_understory",30
12.8,"for_strat_midhigh",70
12.8,"for_strat_canopy",0
12.8,"for_strat_aerial",0
11.4,"for_strat_watbelowsurf",0
11.4,"for_strat_wataroundsurf",0
11.4,"for_strat_ground",0
11.4,"for_strat_understory",0
11.4,"for_strat_midhigh",80
11.4,"for_strat_canopy",20
11.4,"for_strat_aerial",0
10.58,"for_strat_watbelowsurf",0
10.58,"for_strat_wataroundsurf",0
10.58,"for_strat_ground",0
10.58,"for_strat_understory",0
10.58,"for_strat_midhigh",100
10.58,"for_strat_canopy",0
10.58,"for_strat_aerial",0
7.9,"for_strat_watbelowsurf",0
7.9,"for_strat_wataroundsurf",0
7.9,"for_strat_ground",0
7.9,"for_strat_understory",20
7.9,"for_strat_midhigh",80
7.9,"for_strat_canopy",0
7.9,"for_strat_aerial",0
8.2,"for_strat_watbelowsurf",0
8.2,"for_strat_wataroundsurf",0
8.2,"for_strat_ground",30
8.2,"for_strat_understory",30
8.2,"for_strat_midhigh",40
8.2,"for_strat_canopy",0
8.2,"for_strat_aerial",0
10.36,"for_strat_watbelowsurf",0
10.36,"for_strat_wataroundsurf",0
10.36,"for_strat_ground",20
10.36,"for_strat_understory",40
10.36,"for_strat_midhigh",40
10.36,"for_strat_canopy",0
10.36,"for_strat_aerial",0
10.5,"for_strat_watbelowsurf",0
10.5,"for_strat_wataroundsurf",0
10.5,"for_strat_ground",40
10.5,"for_strat_understory",40
10.5,"for_strat_midhigh",20
10.5,"for_strat_canopy",0
10.5,"for_strat_aerial",0
11.4,"for_strat_watbelowsurf",0
11.4,"for_strat_wataroundsurf",0
11.4,"for_strat_ground",50
11.4,"for_strat_understory",50
11.4,"for_strat_midhigh",0
11.4,"for_strat_canopy",0
11.4,"for_strat_aerial",0
14.96,"for_strat_watbelowsurf",0
14.96,"for_strat_wataroundsurf",0
14.96,"for_strat_ground",0
14.96,"for_strat_understory",80
14.96,"for_strat_midhigh",20
14.96,"for_strat_canopy",0
14.96,"for_strat_aerial",0
10.3,"for_strat_watbelowsurf",0
10.3,"for_strat_wataroundsurf",0
10.3,"for_strat_ground",40
10.3,"for_strat_understory",40
10.3,"for_strat_midhigh",20
10.3,"for_strat_canopy",0
10.3,"for_strat_aerial",0
10.8,"for_strat_watbelowsurf",0
10.8,"for_strat_wataroundsurf",0
10.8,"for_strat_ground",50
10.8,"for_strat_understory",50
10.8,"for_strat_midhigh",0
10.8,"for_strat_canopy",0
10.8,"for_strat_aerial",0
10,"for_strat_watbelowsurf",0
10,"for_strat_wataroundsurf",0
10,"for_strat_ground",50
10,"for_strat_understory",50
10,"for_strat_midhigh",0
10,"for_strat_canopy",0
10,"for_strat_aerial",0
10.6,"for_strat_watbelowsurf",0
10.6,"for_strat_wataroundsurf",0
10.6,"for_strat_ground",0
10.6,"for_strat_understory",30
10.6,"for_strat_midhigh",70
10.6,"for_strat_canopy",0
10.6,"for_strat_aerial",0
10,"for_strat_watbelowsurf",0
10,"for_strat_wataroundsurf",0
10,"for_strat_ground",0
10,"for_strat_understory",20
10,"for_strat_midhigh",80
10,"for_strat_canopy",0
10,"for_strat_aerial",0
11.08,"for_strat_watbelowsurf",0
11.08,"for_strat_wataroundsurf",0
11.08,"for_strat_ground",40
11.08,"for_strat_understory",40
11.08,"for_strat_midhigh",20
11.08,"for_strat_canopy",0
11.08,"for_strat_aerial",0
10.5,"for_strat_watbelowsurf",0
10.5,"for_strat_wataroundsurf",0
10.5,"for_strat_ground",40
10.5,"for_strat_understory",40
10.5,"for_strat_midhigh",20
10.5,"for_strat_canopy",0
10.5,"for_strat_aerial",0
10.2,"for_strat_watbelowsurf",0
10.2,"for_strat_wataroundsurf",0
10.2,"for_strat_ground",0
10.2,"for_strat_understory",0
10.2,"for_strat_midhigh",100
10.2,"for_strat_canopy",0
10.2,"for_strat_aerial",0
11.9,"for_strat_watbelowsurf",0
11.9,"for_strat_wataroundsurf",0
11.9,"for_strat_ground",0
11.9,"for_strat_understory",20
11.9,"for_strat_midhigh",80
11.9,"for_strat_canopy",0
11.9,"for_strat_aerial",0
13,"for_strat_watbelowsurf",0
13,"for_strat_wataroundsurf",0
13,"for_strat_ground",40
13,"for_strat_understory",40
13,"for_strat_midhigh",20
13,"for_strat_canopy",0
13,"for_strat_aerial",0
10.8,"for_strat_watbelowsurf",0
10.8,"for_strat_wataroundsurf",0
10.8,"for_strat_ground",40
10.8,"for_strat_understory",40
10.8,"for_strat_midhigh",20
10.8,"for_strat_canopy",0
10.8,"for_strat_aerial",0
6.5,"for_strat_watbelowsurf",0
6.5,"for_strat_wataroundsurf",0
6.5,"for_strat_ground",0
6.5,"for_strat_understory",0
6.5,"for_strat_midhigh",70
6.5,"for_strat_canopy",30
6.5,"for_strat_aerial",0
6.4,"for_strat_watbelowsurf",0
6.4,"for_strat_wataroundsurf",0
6.4,"for_strat_ground",0
6.4,"for_strat_understory",0
6.4,"for_strat_midhigh",100
6.4,"for_strat_canopy",0
6.4,"for_strat_aerial",0
7,"for_strat_watbelowsurf",0
7,"for_strat_wataroundsurf",0
7,"for_strat_ground",0
7,"for_strat_understory",0
7,"for_strat_midhigh",70
7,"for_strat_canopy",30
7,"for_strat_aerial",0
7.3,"for_strat_watbelowsurf",0
7.3,"for_strat_wataroundsurf",0
7.3,"for_strat_ground",0
7.3,"for_strat_understory",0
7.3,"for_strat_midhigh",70
7.3,"for_strat_canopy",30
7.3,"for_strat_aerial",0
7.48,"for_strat_watbelowsurf",0
7.48,"for_strat_wataroundsurf",0
7.48,"for_strat_ground",0
7.48,"for_strat_understory",0
7.48,"for_strat_midhigh",100
7.48,"for_strat_canopy",0
7.48,"for_strat_aerial",0
6.5,"for_strat_watbelowsurf",0
6.5,"for_strat_wataroundsurf",0
6.5,"for_strat_ground",0
6.5,"for_strat_understory",0
6.5,"for_strat_midhigh",70
6.5,"for_strat_canopy",30
6.5,"for_strat_aerial",0
14.3,"for_strat_watbelowsurf",0
14.3,"for_strat_wataroundsurf",0
14.3,"for_strat_ground",0
14.3,"for_strat_understory",0
14.3,"for_strat_midhigh",100
14.3,"for_strat_canopy",0
14.3,"for_strat_aerial",0
16.93,"for_strat_watbelowsurf",0
16.93,"for_strat_wataroundsurf",0
16.93,"for_strat_ground",0
16.93,"for_strat_understory",70
16.93,"for_strat_midhigh",30
16.93,"for_strat_canopy",0
16.93,"for_strat_aerial",0
16.3,"for_strat_watbelowsurf",0
16.3,"for_strat_wataroundsurf",0
16.3,"for_strat_ground",40
16.3,"for_strat_understory",40
16.3,"for_strat_midhigh",20
16.3,"for_strat_canopy",0
16.3,"for_strat_aerial",0
16.5,"for_strat_watbelowsurf",0
16.5,"for_strat_wataroundsurf",0
16.5,"for_strat_ground",40
16.5,"for_strat_understory",40
16.5,"for_strat_midhigh",20
16.5,"for_strat_canopy",0
16.5,"for_strat_aerial",0
15,"for_strat_watbelowsurf",0
15,"for_strat_wataroundsurf",0
15,"for_strat_ground",30
15,"for_strat_understory",30
15,"for_strat_midhigh",40
15,"for_strat_canopy",0
15,"for_strat_aerial",0
17,"for_strat_watbelowsurf",0
17,"for_strat_wataroundsurf",0
17,"for_strat_ground",40
17,"for_strat_understory",50
17,"for_strat_midhigh",10
17,"for_strat_canopy",0
17,"for_strat_aerial",0
16.56,"for_strat_watbelowsurf",0
16.56,"for_strat_wataroundsurf",0
16.56,"for_strat_ground",0
16.56,"for_strat_understory",30
16.56,"for_strat_midhigh",70
16.56,"for_strat_canopy",0
16.56,"for_strat_aerial",0
14.5,"for_strat_watbelowsurf",0
14.5,"for_strat_wataroundsurf",0
14.5,"for_strat_ground",0
14.5,"for_strat_understory",50
14.5,"for_strat_midhigh",50
14.5,"for_strat_canopy",0
14.5,"for_strat_aerial",0
18.08,"for_strat_watbelowsurf",0
18.08,"for_strat_wataroundsurf",0
18.08,"for_strat_ground",0
18.08,"for_strat_understory",0
18.08,"for_strat_midhigh",100
18.08,"for_strat_canopy",0
18.08,"for_strat_aerial",0
19,"for_strat_watbelowsurf",0
19,"for_strat_wataroundsurf",0
19,"for_strat_ground",40
19,"for_strat_understory",40
19,"for_strat_midhigh",20
19,"for_strat_canopy",0
19,"for_strat_aerial",0
32.3,"for_strat_watbelowsurf",0
32.3,"for_strat_wataroundsurf",0
32.3,"for_strat_ground",40
32.3,"for_strat_understory",40
32.3,"for_strat_midhigh",20
32.3,"for_strat_canopy",0
32.3,"for_strat_aerial",0
28.8,"for_strat_watbelowsurf",0
28.8,"for_strat_wataroundsurf",0
28.8,"for_strat_ground",40
28.8,"for_strat_understory",40
28.8,"for_strat_midhigh",20
28.8,"for_strat_canopy",0
