"ioc_order","bl_family_english","scientific","english","diet_inv","diet_vend","diet_vect","diet_vfish","diet_vunk","diet_scav","diet_fruit","diet_nect","diet_seed","diet_plant_o","diet_5cat","for_strat_watbelowsurf","for_strat_wataroundsurf","for_strat_ground","for_strat_understory","for_strat_midhigh","for_strat_canopy","for_strat_aerial","nocturnal","body_mass_value"
"Columbiformes","Doves and pigeons","Geotrygon saphirina","Sapphire Quail-dove",50,0,0,0,0,0,0,0,50,0,"Omnivore",0,0,100,0,0,0,0,0,203
"Columbiformes","Doves and pigeons","Geotrygon caniceps","Grey-headed Quail-dove",50,0,0,0,0,0,0,0,50,0,"Omnivore",0,0,100,0,0,0,0,0,192
"Columbiformes","Doves and pigeons","Geotrygon versicolor","Crested Quail-dove",10,0,0,0,0,0,40,0,50,0,"Omnivore",0,0,100,0,0,0,0,0,225
"Columbiformes","Doves and pigeons","Geotrygon veraguensis","Olive-backed Quail-dove",30,0,0,0,0,0,30,0,40,0,"Omnivore",0,0,60,40,0,0,0,0,155
"Columbiformes","Doves and pigeons","Geotrygon albifacies","White-faced Quail-dove",30,0,0,0,0,0,20,0,50,0,"Omnivore",0,0,100,0,0,0,0,0,238
"Columbiformes","Doves and pigeons","Geotrygon chiriquensis","Rufous-breasted Quail-dove",30,0,0,0,0,0,30,0,40,0,"Omnivore",0,0,100,0,0,0,0,0,308
"Columbiformes","Doves and pigeons","Geotrygon goldmani","Russet-crowned Quail-dove",0,0,0,0,0,0,0,0,100,0,"PlantSeed",0,0,100,0,0,0,0,0,258
"Columbiformes","Doves and pigeons","Geotrygon linearis","Lined Quail-dove",0,0,0,0,0,0,0,0,100,0,"PlantSeed",0,0,100,0,0,0,0,0,261
"Columbiformes","Doves and pigeons","Geotrygon frenata","White-throated Quail-dove",30,0,0,0,0,0,20,0,50,0,"Omnivore",0,0,100,0,0,0,0,0,307
"Columbiformes","Doves and pigeons","Geotrygon chrysia","Key West Quail-dove",30,0,0,0,0,0,30,0,40,0,"Omnivore",0,0,100,0,0,0,0,0,169
"Columbiformes","Doves and pigeons","Geotrygon mystacea","Bridled Quail-dove",50,0,0,0,0,0,0,0,50,0,"Omnivore",0,0,100,0,0,0,0,0,211
"Columbiformes","Doves and pigeons","Geotrygon violacea","Violaceous Quail-dove",10,0,0,0,0,0,40,0,50,0,"Omnivore",0,0,100,0,0,0,0,0,95.2
"Columbiformes","Doves and pigeons","Geotrygon montana","Ruddy Quail-dove",20,0,0,0,0,0,30,0,50,0,"Omnivore",0,0,100,0,0,0,0,0,133.86
"Columbiformes","Doves and pigeons","Starnoenas cyanocephala","Blue-headed Quail-dove",20,0,0,0,0,0,30,0,50,0,"Omnivore",0,0,100,0,0,0,0,0,219
"Columbiformes","Doves and pigeons","Caloenas nicobarica","Nicobar Pigeon",0,0,0,0,0,0,50,0,50,0,"Omnivore",0,0,100,0,0,0,0,0,537.86
"Columbiformes","Doves and pigeons","Gallicolumba luzonica","Luzon Bleeding-heart",30,0,0,0,0,0,30,0,40,0,"Omnivore",0,0,100,0,0,0,0,0,196
"Columbiformes","Doves and pigeons","Gallicolumba platenae","Mindoro Bleeding-heart",30,0,0,0,0,0,30,0,40,0,"Omnivore",0,0,100,0,0,0,0,0,196
"Columbiformes","Doves and pigeons","Gallicolumba keayi","Negros Bleeding-heart",20,0,0,0,0,0,30,0,40,10,"Omnivore",0,0,100,0,0,0,0,0,186
"Columbiformes","Doves and pigeons","Gallicolumba crinigera","Mindanao Bleeding-heart",30,0,0,0,0,0,30,0,40,0,"Omnivore",0,0,100,0,0,0,0,0,192.15
"Columbiformes","Doves and pigeons","Gallicolumba menagei","Sulu Bleeding-heart",20,0,0,0,0,0,30,0,40,10,"Omnivore",0,0,100,0,0,0,0,0,196
"Columbiformes","Doves and pigeons","Gallicolumba rufigula","Cinnamon Ground-dove",30,0,0,0,0,0,30,0,40,0,"Omnivore",0,0,100,0,0,0,0,0,130
"Columbiformes","Doves and pigeons","Gallicolumba tristigmata","Sulawesi Ground-dove",0,0,0,0,0,0,50,0,50,0,"Omnivore",0,0,100,0,0,0,0,0,275
"Columbiformes","Doves and pigeons","Gallicolumba jobiensis","White-bibbed Ground-dove",20,0,0,0,0,0,40,0,40,0,"Omnivore",0,0,40,20,20,20,0,0,135
"Columbiformes","Doves and pigeons","Gallicolumba kubaryi","Caroline Islands Ground-dove",50,0,0,0,0,0,0,0,50,0,"Omnivore",0,0,100,0,0,0,0,0,162
"Columbiformes","Doves and pigeons","Gallicolumba erythroptera","Polynesian Ground-dove",70,0,0,0,0,0,0,0,0,30,"Invertebrate",0,0,80,20,0,0,0,0,113.18
"Columbiformes","Doves and pigeons","Gallicolumba xanthonura","White-throated Ground-dove",0,0,0,0,0,0,70,0,20,10,"FruiNect",0,0,0,40,40,20,0,0,110.62
"Columbiformes","Doves and pigeons","Gallicolumba stairi","Shy Ground-dove",20,0,0,0,0,0,20,0,20,40,"PlantSeed",0,0,50,50,0,0,0,0,171
"Columbiformes","Doves and pigeons","Gallicolumba sanctaecrucis","Santa Cruz Ground-dove",10,0,0,0,0,0,30,0,30,30,"PlantSeed",0,0,80,10,10,0,0,0,160.39
"Columbiformes","Doves and pigeons","Gallicolumba rubescens","Marquesan Ground-dove",0,0,0,0,0,0,0,0,100,0,"PlantSeed",0,0,100,0,0,0,0,0,60
"Columbiformes","Doves and pigeons","Gallicolumba beccarii","Bronze Ground-dove",30,0,0,0,0,0,40,0,30,0,"Omnivore",0,0,100,0,0,0,0,0,78.73
"Columbiformes","Doves and pigeons","Gallicolumba canifrons","Palau Ground-dove",0,0,0,0,0,0,0,0,100,0,"PlantSeed",0,0,100,0,0,0,0,0,160.39
"Columbiformes","Doves and pigeons","Gallicolumba hoedtii","Wetar Ground-dove",20,0,0,0,0,0,30,0,40,10,"Omnivore",0,0,70,10,10,10,0,0,160.39
"Columbiformes","Doves and pigeons","Trugon terrestris","Thick-billed Ground-pigeon",0,0,0,0,0,0,50,0,50,0,"Omnivore",0,0,100,0,0,0,0,0,400
"Columbiformes","Doves and pigeons","Otidiphaps nobilis","Pheasant Pigeon",0,0,0,0,0,0,50,0,50,0,"Omnivore",0,0,100,0,0,0,0,0,499.99
"Columbiformes","Doves and pigeons","Phapitreron leucotis","White-eared Brown-dove",0,0,0,0,0,0,70,0,30,0,"FruiNect",0,0,0,0,60,40,0,0,108
"Columbiformes","Doves and pigeons","Phapitreron amethystinus","Amethyst Brown-dove",0,0,0,0,0,0,50,0,50,0,"Omnivore",0,0,0,0,60,40,0,0,145
"Columbiformes","Doves and pigeons","Phapitreron cinereiceps","Tawitawi Brown-dove",0,0,0,0,0,0,50,0,50,0,"Omnivore",0,0,0,0,60,40,0,0,146
"Columbiformes","Doves and pigeons","Treron fulvicollis","Cinnamon-headed Green-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,60,40,0,0,167
"Columbiformes","Doves and pigeons","Treron olax","Little Green-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,60,40,0,0,77
"Columbiformes","Doves and pigeons","Treron vernans","Pink-necked Green-pigeon",0,0,0,0,0,0,80,0,0,20,"FruiNect",0,0,0,20,50,30,0,0,132
"Columbiformes","Doves and pigeons","Treron bicinctus","Orange-breasted Green-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,20,50,30,0,0,174
"Columbiformes","Doves and pigeons","Treron pompadora","Pompadour Green-pigeon",10,0,0,0,0,0,90,0,0,0,"FruiNect",0,0,20,0,50,30,0,0,234
"Columbiformes","Doves and pigeons","Treron curvirostra","Thick-billed Green-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,33,33,33,0,0,134.45
"Columbiformes","Doves and pigeons","Treron griseicauda","Grey-cheeked Green-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,20,80,0,0,205.65
"Columbiformes","Doves and pigeons","Treron floris","Flores Green-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,20,80,0,0,205.65
"Columbiformes","Doves and pigeons","Treron teysmannii","Sumba Green-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,20,80,0,0,205.65
"Columbiformes","Doves and pigeons","Treron psittaceus","Timor Green-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,60,40,0,0,205.65
"Columbiformes","Doves and pigeons","Treron capellei","Large Green-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,60,40,0,0,401.33
"Columbiformes","Doves and pigeons","Treron phoenicopterus","Yellow-footed Green-pigeon",0,0,0,0,0,0,80,0,10,10,"FruiNect",0,0,20,20,30,30,0,0,235
"Columbiformes","Doves and pigeons","Treron waalia","Bruce's Green-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,20,80,0,0,254
"Columbiformes","Doves and pigeons","Treron calvus","African Green-pigeon",0,0,0,0,0,0,80,0,10,10,"FruiNect",0,0,30,0,50,20,0,0,197.53
"Columbiformes","Doves and pigeons","Treron sanctithomae","Sao Tome Green-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,20,80,0,0,205.65
"Columbiformes","Doves and pigeons","Treron pembaensis","Pemba Green-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,20,80,0,0,205.65
"Columbiformes","Doves and pigeons","Treron australis","Madagascar Green-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,20,20,60,0,0,229
"Columbiformes","Doves and pigeons","Treron apicauda","Pin-tailed Green-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,20,0,50,30,0,0,217.19
"Columbiformes","Doves and pigeons","Treron oxyurus","Sumatran Green-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,50,50,0,0,205.65
"Columbiformes","Doves and pigeons","Treron seimundi","Yellow-vented Green-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,20,80,0,0,157.79
"Columbiformes","Doves and pigeons","Treron sphenurus","Wedge-tailed Green-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,20,0,40,40,0,0,210
"Columbiformes","Doves and pigeons","Treron sieboldii","White-bellied Green-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,20,40,40,0,0,0,245
"Columbiformes","Doves and pigeons","Treron formosae","Whistling Green-pigeon",0,0,0,0,0,0,90,0,10,0,"FruiNect",0,0,0,0,20,80,0,0,140
"Columbiformes","Doves and pigeons","Ptilinopus porphyreus","Pink-headed Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,30,20,20,30,0,0,168
"Columbiformes","Doves and pigeons","Ptilinopus cinctus","Banded Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,33,33,33,0,0,243
"Columbiformes","Doves and pigeons","Ptilinopus dohertyi","Red-naped Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,30,20,20,30,0,0,118.52
"Columbiformes","Doves and pigeons","Ptilinopus marchei","Flame-breasted Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,30,20,20,30,0,0,326
"Columbiformes","Doves and pigeons","Ptilinopus merrilli","Cream-bellied Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,33,33,33,0,0,263
"Columbiformes","Doves and pigeons","Ptilinopus occipitalis","Yellow-breasted Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,30,20,20,30,0,0,238
"Columbiformes","Doves and pigeons","Ptilinopus fischeri","Red-eared Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,20,80,0,0,177
"Columbiformes","Doves and pigeons","Ptilinopus jambu","Jambu Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,33,33,33,0,0,0,135
"Columbiformes","Doves and pigeons","Ptilinopus leclancheri","Black-chinned Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,33,33,33,0,0,164
"Columbiformes","Doves and pigeons","Ptilinopus subgularis","Maroon-chinned Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,33,33,33,0,0,142
"Columbiformes","Doves and pigeons","Ptilinopus bernsteinii","Scarlet-breasted Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,30,20,20,30,0,0,118.52
"Columbiformes","Doves and pigeons","Ptilinopus magnificus","Wompoo Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,33,33,33,0,0,185.41
"Columbiformes","Doves and pigeons","Ptilinopus perlatus","Pink-spotted Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,60,40,0,0,210
"Columbiformes","Doves and pigeons","Ptilinopus ornatus","Ornate Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,60,40,0,0,163
"Columbiformes","Doves and pigeons","Ptilinopus tannensis","Tanna Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,20,80,0,0,208
"Columbiformes","Doves and pigeons","Ptilinopus aurantiifrons","Orange-fronted Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,60,40,0,0,152
"Columbiformes","Doves and pigeons","Ptilinopus wallacii","Wallace's Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,60,40,0,0,118.52
"Columbiformes","Doves and pigeons","Ptilinopus superbus","Superb Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,60,40,0,0,118
"Columbiformes","Doves and pigeons","Ptilinopus perousii","Many-coloured Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,20,80,0,0,93.5
"Columbiformes","Doves and pigeons","Ptilinopus monacha","Blue-capped Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,60,40,0,0,85.9
"Columbiformes","Doves and pigeons","Ptilinopus coronulatus","Coroneted Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,33,33,33,0,0,76.6
"Columbiformes","Doves and pigeons","Ptilinopus pulchellus","Beautiful Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,33,33,33,0,0,70
"Columbiformes","Doves and pigeons","Ptilinopus regina","Rose-crowned Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,20,80,0,0,101.57
"Columbiformes","Doves and pigeons","Ptilinopus roseicapilla","Mariana Fruit-dove",0,0,0,0,0,0,90,0,0,10,"FruiNect",0,0,0,20,20,60,0,0,90.4
"Columbiformes","Doves and pigeons","Ptilinopus greyii","Red-bellied Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,20,80,0,0,82.68
"Columbiformes","Doves and pigeons","Ptilinopus richardsii","Silver-capped Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,60,40,0,0,103.93
"Columbiformes","Doves and pigeons","Ptilinopus porphyraceus","Purple-capped Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,60,40,0,0,105
"Columbiformes","Doves and pigeons","Ptilinopus pelewensis","Palau Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,10,10,10,70,0,0,93
"Columbiformes","Doves and pigeons","Ptilinopus rarotongensis","Cook Islands Fruit-dove",10,0,0,0,0,0,90,0,0,0,"FruiNect",0,0,0,0,60,40,0,0,118.52
"Columbiformes","Doves and pigeons","Ptilinopus huttoni","Rapa Fruit-dove",10,0,0,0,0,0,80,0,0,10,"FruiNect",0,0,0,0,60,40,0,0,130
"Columbiformes","Doves and pigeons","Ptilinopus purpuratus","Grey-green Fruit-dove",0,0,0,0,0,0,90,0,0,10,"FruiNect",0,0,0,0,60,40,0,0,97.55
"Columbiformes","Doves and pigeons","Ptilinopus coralensis","Atoll Fruit-dove",70,0,0,0,30,0,0,0,0,0,"Invertebrate",0,0,100,0,0,0,0,0,83.24
"Columbiformes","Doves and pigeons","Ptilinopus chalcurus","Makatea Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,60,40,0,0,118.52
"Columbiformes","Doves and pigeons","Ptilinopus insularis","Henderson Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,60,40,0,0,104
"Columbiformes","Doves and pigeons","Ptilinopus dupetithouarsii","White-capped Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,60,40,0,0,99.49
"Columbiformes","Doves and pigeons","Ptilinopus rivoli","White-bibbed Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,33,33,33,0,0,149
"Columbiformes","Doves and pigeons","Ptilinopus solomonensis","Yellow-bibbed Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,33,33,33,0,0,108.48
"Columbiformes","Doves and pigeons","Ptilinopus viridis","Claret-breasted Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,60,40,0,0,121
"Columbiformes","Doves and pigeons","Ptilinopus eugeniae","White-headed Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,60,40,0,0,114
"Columbiformes","Doves and pigeons","Ptilinopus hyogastrus","Grey-headed Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,30,20,20,30,0,0,118.52
"Columbiformes","Doves and pigeons","Ptilinopus granulifrons","Carunculated Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,30,20,20,30,0,0,118.52
"Columbiformes","Doves and pigeons","Ptilinopus iozonus","Orange-bellied Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,20,80,0,0,114
"Columbiformes","Doves and pigeons","Ptilinopus insolitus","Knob-billed Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,60,40,0,0,136.49
"Columbiformes","Doves and pigeons","Ptilinopus naina","Dwarf Fruit-dove",0,0,0,0,0,0,90,10,0,0,"FruiNect",0,0,30,20,20,30,0,0,48
"Columbiformes","Doves and pigeons","Ptilinopus melanospilus","Black-naped Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,60,40,0,0,92
"Columbiformes","Doves and pigeons","Ptilinopus arcanus","Negros Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,30,20,20,30,0,0,118.52
"Columbiformes","Doves and pigeons","Ptilinopus victor","Orange Dove",10,0,0,0,0,0,90,0,0,0,"FruiNect",0,0,0,33,33,33,0,0,46.64
"Columbiformes","Doves and pigeons","Ptilinopus luteovirens","Golden Dove",10,0,0,0,0,0,90,0,0,0,"FruiNect",0,0,0,33,33,33,0,0,46.64
"Columbiformes","Doves and pigeons","Ptilinopus layardi","Whistling Dove",10,0,0,0,0,0,90,0,0,0,"FruiNect",0,0,20,20,40,20,0,0,46.64
"Columbiformes","Doves and pigeons","Drepanoptila holosericea","Cloven-feathered Dove",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,33,33,33,0,0,215
"Columbiformes","Doves and pigeons","Alectroenas madagascariensis","Madagascar Blue-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,33,33,33,0,0,173
"Columbiformes","Doves and pigeons","Alectroenas sganzini","Comoro Blue-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,60,40,0,0,158
"Columbiformes","Doves and pigeons","Alectroenas pulcherrima","Seychelles Blue-pigeon",0,0,0,0,0,0,80,0,20,0,"FruiNect",0,0,0,0,60,40,0,0,165
"Columbiformes","Doves and pigeons","Ducula poliocephala","Pink-bellied Imperial-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,80,0,10,10,0,0,555
"Columbiformes","Doves and pigeons","Ducula forsteni","White-bellied Imperial-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,80,0,10,10,0,0,509.99
"Columbiformes","Doves and pigeons","Ducula mindorensis","Mindoro Imperial-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,60,40,0,0,507.19
"Columbiformes","Doves and pigeons","Ducula radiata","Grey-headed Imperial-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,60,40,0,0,295
"Columbiformes","Doves and pigeons","Ducula carola","Spotted Imperial-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,60,40,0,0,289
"Columbiformes","Doves and pigeons","Ducula aenea","Green Imperial-pigeon",0,0,0,0,0,0,90,0,0,10,"FruiNect",0,0,0,0,20,80,0,0,545
"Columbiformes","Doves and pigeons","Ducula perspicillata","White-eyed Imperial-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,20,80,0,0,667
"Columbiformes","Doves and pigeons","Ducula concinna","Elegant Imperial-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,50,50,0,0,804.67
"Columbiformes","Doves and pigeons","Ducula pacifica","Pacific Imperial-pigeon",0,0,0,0,0,0,90,0,0,10,"FruiNect",0,0,100,0,0,0,0,0,394.2
"Columbiformes","Doves and pigeons","Ducula oceanica","Micronesian Imperial-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,60,40,0,0,371.53
"Columbiformes","Doves and pigeons","Ducula aurorae","Polynesian Imperial-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,60,40,0,0,507.19
"Columbiformes","Doves and pigeons","Ducula galeata","Marquesan Imperial-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,60,40,0,0,507.19
"Columbiformes","Doves and pigeons","Ducula rubricera","Red-knobbed Imperial-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,20,80,0,0,652
"Columbiformes","Doves and pigeons","Ducula myristicivora","Spice Imperial-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,80,0,10,10,0,0,534.99
"Columbiformes","Doves and pigeons","Ducula pistrinaria","Island Imperial-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,30,70,0,0,515
"Columbiformes","Doves and pigeons","Ducula whartoni","Christmas Island Imperial-pigeon",0,0,0,0,0,0,90,0,0,10,"FruiNect",0,0,0,0,20,80,0,0,571.18
"Columbiformes","Doves and pigeons","Ducula rosacea","Pink-headed Imperial-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,60,40,0,0,385.59
"Columbiformes","Doves and pigeons","Ducula pickeringii","Grey Imperial-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,60,40,0,0,507.19
"Columbiformes","Doves and pigeons","Ducula basilica","Cinnamon-bellied Imperial-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,80,0,10,10,0,0,507.19
"Columbiformes","Doves and pigeons","Ducula rufigaster","Purple-tailed Imperial-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,30,70,0,0,436
"Columbiformes","Doves and pigeons","Ducula finschii","Finsch's Imperial-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,80,0,10,10,0,0,343.9
"Columbiformes","Doves and pigeons","Ducula chalconota","Shining Imperial-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,70,30,0,0,501.99
"Columbiformes","Doves and pigeons","Ducula latrans","Peale's Imperial-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,60,40,0,0,365.11
"Columbiformes","Doves and pigeons","Ducula brenchleyi","Chestnut-bellied Imperial-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,60,40,0,0,380
"Columbiformes","Doves and pigeons","Ducula bakeri","Vanuatu Imperial-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,20,20,60,0,0,394
"Columbiformes","Doves and pigeons","Ducula goliath","New Caledonian Imperial-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,33,33,33,0,0,600
"Columbiformes","Doves and pigeons","Ducula pinon","Pinon Imperial-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,20,80,0,0,756
"Columbiformes","Doves and pigeons","Ducula melanochroa","Bismarck Imperial-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,20,80,0,0,665
"Columbiformes","Doves and pigeons","Ducula mullerii","Collared Imperial-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,60,40,0,0,574.87
"Columbiformes","Doves and pigeons","Ducula zoeae","Banded Imperial-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,20,80,0,0,568
"Columbiformes","Doves and pigeons","Ducula badia","Mountain Imperial-pigeon",0,0,0,0,0,0,90,0,0,10,"FruiNect",0,0,0,33,33,33,0,0,485.99
"Columbiformes","Doves and pigeons","Ducula lacernulata","Dark-backed Imperial-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,20,80,0,0,150
"Columbiformes","Doves and pigeons","Ducula cineracea","Timor Imperial-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,20,80,0,0,507.19
"Columbiformes","Doves and pigeons","Ducula bicolor","Pied Imperial-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,60,40,0,0,440.01
"Columbiformes","Doves and pigeons","Ducula luctuosa","White Imperial-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,60,40,0,0,410
"Columbiformes","Doves and pigeons","Ducula spilorrhoa","Torresian Imperial-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,60,40,0,0,500
"Columbiformes","Doves and pigeons","Lopholaimus antarcticus","Topknot Pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,20,20,60,0,0,496.37
"Columbiformes","Doves and pigeons","Hemiphaga novaeseelandiae","New Zealand Pigeon",0,0,0,0,0,0,80,0,0,20,"FruiNect",0,0,10,20,50,20,0,0,653
"Columbiformes","Doves and pigeons","Cryptophaps poecilorrhoa","Sombre Pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,20,80,0,0,467
"Columbiformes","Doves and pigeons","Gymnophaps albertisii","Papuan Mountain-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,20,80,0,0,259
"Columbiformes","Doves and pigeons","Gymnophaps mada","Long-tailed Mountain-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,60,40,0,0,334
"Columbiformes","Doves and pigeons","Gymnophaps solomonensis","Pale Mountain-pigeon",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,60,40,0,0,335
"Columbiformes","Doves and pigeons","Goura cristata","Western Crowned-pigeon",0,0,0,0,0,0,30,0,70,0,"PlantSeed",0,0,100,0,0,0,0,0,2000
"Columbiformes","Doves and pigeons","Goura victoria","Victoria Crowned-pigeon",0,0,0,0,0,0,60,0,40,0,"FruiNect",0,0,100,0,0,0,0,0,2384
"Columbiformes","Doves and pigeons","Goura scheepmakeri","Southern Crowned-pigeon",10,0,0,0,0,0,50,0,40,0,"Omnivore",0,0,100,0,0,0,0,0,2235
