"body_mass_value","diet_type","population"
27.3,"inv",50
27.3,"vend",0
27.3,"vect",0
27.3,"vfish",0
27.3,"vunk",0
27.3,"scav",0
27.3,"fruit",50
27.3,"nect",0
27.3,"seed",0
27.3,"plant_o",0
33,"inv",80
33,"vend",0
33,"vect",0
33,"vfish",0
33,"vunk",0
33,"scav",0
33,"fruit",20
33,"nect",0
33,"seed",0
33,"plant_o",0
15.5,"inv",50
15.5,"vend",0
15.5,"vect",0
15.5,"vfish",0
15.5,"vunk",0
15.5,"scav",0
15.5,"fruit",50
15.5,"nect",0
15.5,"seed",0
15.5,"plant_o",0
13.8,"inv",70
13.8,"vend",0
13.8,"vect",0
13.8,"vfish",0
13.8,"vunk",0
13.8,"scav",0
13.8,"fruit",30
13.8,"nect",0
13.8,"seed",0
13.8,"plant_o",0
19.3,"inv",80
19.3,"vend",0
19.3,"vect",0
19.3,"vfish",0
19.3,"vunk",0
19.3,"scav",0
19.3,"fruit",20
19.3,"nect",0
19.3,"seed",0
19.3,"plant_o",0
17.6,"inv",50
17.6,"vend",0
17.6,"vect",0
17.6,"vfish",0
17.6,"vunk",0
17.6,"scav",0
17.6,"fruit",50
17.6,"nect",0
17.6,"seed",0
17.6,"plant_o",0
31,"inv",50
31,"vend",0
31,"vect",0
31,"vfish",0
31,"vunk",0
31,"scav",0
31,"fruit",50
31,"nect",0
31,"seed",0
31,"plant_o",0
19.84,"inv",50
19.84,"vend",0
19.84,"vect",0
19.84,"vfish",0
19.84,"vunk",0
19.84,"scav",0
19.84,"fruit",50
19.84,"nect",0
19.84,"seed",0
19.84,"plant_o",0
18.2,"inv",50
18.2,"vend",0
18.2,"vect",0
18.2,"vfish",0
18.2,"vunk",0
18.2,"scav",0
18.2,"fruit",50
18.2,"nect",0
18.2,"seed",0
18.2,"plant_o",0
18.74,"inv",80
18.74,"vend",0
18.74,"vect",0
18.74,"vfish",0
18.74,"vunk",0
18.74,"scav",0
18.74,"fruit",20
18.74,"nect",0
18.74,"seed",0
18.74,"plant_o",0
15.4,"inv",50
15.4,"vend",0
15.4,"vect",0
15.4,"vfish",0
15.4,"vunk",0
15.4,"scav",0
15.4,"fruit",50
15.4,"nect",0
15.4,"seed",0
15.4,"plant_o",0
19.6,"inv",30
19.6,"vend",0
19.6,"vect",0
19.6,"vfish",0
19.6,"vunk",0
19.6,"scav",0
19.6,"fruit",70
19.6,"nect",0
19.6,"seed",0
19.6,"plant_o",0
23.9,"inv",50
23.9,"vend",0
23.9,"vect",0
23.9,"vfish",0
23.9,"vunk",0
23.9,"scav",0
23.9,"fruit",50
23.9,"nect",0
23.9,"seed",0
23.9,"plant_o",0
19.84,"inv",70
19.84,"vend",0
19.84,"vect",0
19.84,"vfish",0
19.84,"vunk",0
19.84,"scav",0
19.84,"fruit",30
19.84,"nect",0
19.84,"seed",0
19.84,"plant_o",0
17.8,"inv",50
17.8,"vend",0
17.8,"vect",0
17.8,"vfish",0
17.8,"vunk",0
17.8,"scav",0
17.8,"fruit",50
17.8,"nect",0
17.8,"seed",0
17.8,"plant_o",0
14.4,"inv",50
14.4,"vend",0
14.4,"vect",0
14.4,"vfish",0
14.4,"vunk",0
14.4,"scav",0
14.4,"fruit",50
14.4,"nect",0
14.4,"seed",0
14.4,"plant_o",0
10.98,"inv",90
10.98,"vend",0
10.98,"vect",0
10.98,"vfish",0
10.98,"vunk",0
10.98,"scav",0
10.98,"fruit",10
10.98,"nect",0
10.98,"seed",0
10.98,"plant_o",0
7.7,"inv",90
7.7,"vend",0
7.7,"vect",0
7.7,"vfish",0
7.7,"vunk",0
7.7,"scav",0
7.7,"fruit",10
7.7,"nect",0
7.7,"seed",0
7.7,"plant_o",0
8,"inv",90
8,"vend",0
8,"vect",0
8,"vfish",0
8,"vunk",0
8,"scav",0
8,"fruit",10
8,"nect",0
8,"seed",0
8,"plant_o",0
7,"inv",100
7,"vend",0
7,"vect",0
7,"vfish",0
7,"vunk",0
7,"scav",0
7,"fruit",0
7,"nect",0
7,"seed",0
7,"plant_o",0
11,"inv",90
11,"vend",0
11,"vect",0
11,"vfish",0
11,"vunk",0
11,"scav",0
11,"fruit",10
11,"nect",0
11,"seed",0
11,"plant_o",0
9.4,"inv",90
9.4,"vend",0
9.4,"vect",0
9.4,"vfish",0
9.4,"vunk",0
9.4,"scav",0
9.4,"fruit",10
9.4,"nect",0
9.4,"seed",0
9.4,"plant_o",0
8.3,"inv",100
8.3,"vend",0
8.3,"vect",0
8.3,"vfish",0
8.3,"vunk",0
8.3,"scav",0
8.3,"fruit",0
8.3,"nect",0
8.3,"seed",0
8.3,"plant_o",0
8.5,"inv",100
8.5,"vend",0
8.5,"vect",0
8.5,"vfish",0
8.5,"vunk",0
8.5,"scav",0
8.5,"fruit",0
8.5,"nect",0
8.5,"seed",0
8.5,"plant_o",0
6.07,"inv",100
6.07,"vend",0
6.07,"vect",0
6.07,"vfish",0
6.07,"vunk",0
6.07,"scav",0
6.07,"fruit",0
6.07,"nect",0
6.07,"seed",0
6.07,"plant_o",0
6.6,"inv",100
6.6,"vend",0
6.6,"vect",0
6.6,"vfish",0
6.6,"vunk",0
6.6,"scav",0
6.6,"fruit",0
6.6,"nect",0
6.6,"seed",0
6.6,"plant_o",0
5.4,"inv",100
5.4,"vend",0
5.4,"vect",0
5.4,"vfish",0
5.4,"vunk",0
5.4,"scav",0
5.4,"fruit",0
5.4,"nect",0
5.4,"seed",0
5.4,"plant_o",0
5,"inv",80
5,"vend",0
5,"vect",0
5,"vfish",0
5,"vunk",0
5,"scav",0
5,"fruit",20
5,"nect",0
5,"seed",0
5,"plant_o",0
12,"inv",90
12,"vend",0
12,"vect",0
12,"vfish",0
12,"vunk",0
12,"scav",0
12,"fruit",10
12,"nect",0
12,"seed",0
12,"plant_o",0
8.4,"inv",100
8.4,"vend",0
8.4,"vect",0
8.4,"vfish",0
8.4,"vunk",0
8.4,"scav",0
8.4,"fruit",0
8.4,"nect",0
8.4,"seed",0
8.4,"plant_o",0
9.77,"inv",100
9.77,"vend",0
9.77,"vect",0
9.77,"vfish",0
9.77,"vunk",0
9.77,"scav",0
9.77,"fruit",0
9.77,"nect",0
9.77,"seed",0
9.77,"plant_o",0
11.08,"inv",100
11.08,"vend",0
11.08,"vect",0
11.08,"vfish",0
11.08,"vunk",0
11.08,"scav",0
11.08,"fruit",0
11.08,"nect",0
11.08,"seed",0
11.08,"plant_o",0
10.1,"inv",100
10.1,"vend",0
10.1,"vect",0
10.1,"vfish",0
10.1,"vunk",0
10.1,"scav",0
10.1,"fruit",0
10.1,"nect",0
10.1,"seed",0
10.1,"plant_o",0
9.9,"inv",100
9.9,"vend",0
9.9,"vect",0
9.9,"vfish",0
9.9,"vunk",0
9.9,"scav",0
9.9,"fruit",0
9.9,"nect",0
9.9,"seed",0
9.9,"plant_o",0
9,"inv",100
9,"vend",0
9,"vect",0
9,"vfish",0
9,"vunk",0
9,"scav",0
9,"fruit",0
9,"nect",0
9,"seed",0
9,"plant_o",0
6.85,"inv",100
6.85,"vend",0
6.85,"vect",0
6.85,"vfish",0
6.85,"vunk",0
6.85,"scav",0
6.85,"fruit",0
6.85,"nect",0
6.85,"seed",0
6.85,"plant_o",0
5.9,"inv",100
5.9,"vend",0
5.9,"vect",0
5.9,"vfish",0
5.9,"vunk",0
5.9,"scav",0
5.9,"fruit",0
5.9,"nect",0
5.9,"seed",0
5.9,"plant_o",0
6,"inv",90
6,"vend",0
6,"vect",0
6,"vfish",0
6,"vunk",0
6,"scav",0
6,"fruit",0
6,"nect",0
6,"seed",10
6,"plant_o",0
6.85,"inv",100
6.85,"vend",0
6.85,"vect",0
6.85,"vfish",0
6.85,"vunk",0
6.85,"scav",0
6.85,"fruit",0
6.85,"nect",0
6.85,"seed",0
6.85,"plant_o",0
6.2,"inv",100
6.2,"vend",0
6.2,"vect",0
6.2,"vfish",0
6.2,"vunk",0
6.2,"scav",0
6.2,"fruit",0
6.2,"nect",0
6.2,"seed",0
6.2,"plant_o",0
7.8,"inv",100
7.8,"vend",0
7.8,"vect",0
7.8,"vfish",0
7.8,"vunk",0
7.8,"scav",0
7.8,"fruit",0
7.8,"nect",0
7.8,"seed",0
7.8,"plant_o",0
8,"inv",90
8,"vend",0
8,"vect",0
8,"vfish",0
8,"vunk",0
8,"scav",0
8,"fruit",0
8,"nect",0
8,"seed",10
8,"plant_o",0
6.2,"inv",100
6.2,"vend",0
6.2,"vect",0
6.2,"vfish",0
6.2,"vunk",0
6.2,"scav",0
6.2,"fruit",0
6.2,"nect",0
6.2,"seed",0
6.2,"plant_o",0
6,"inv",100
6,"vend",0
6,"vect",0
6,"vfish",0
6,"vunk",0
6,"scav",0
6,"fruit",0
6,"nect",0
6,"seed",0
6,"plant_o",0
8,"inv",100
8,"vend",0
8,"vect",0
8,"vfish",0
8,"vunk",0
8,"scav",0
8,"fruit",0
8,"nect",0
8,"seed",0
8,"plant_o",0
7.89,"inv",100
7.89,"vend",0
7.89,"vect",0
7.89,"vfish",0
7.89,"vunk",0
7.89,"scav",0
7.89,"fruit",0
7.89,"nect",0
7.89,"seed",0
7.89,"plant_o",0
6.9,"inv",100
6.9,"vend",0
6.9,"vect",0
6.9,"vfish",0
6.9,"vunk",0
6.9,"scav",0
6.9,"fruit",0
6.9,"nect",0
6.9,"seed",0
6.9,"plant_o",0
7.5,"inv",100
7.5,"vend",0
7.5,"vect",0
7.5,"vfish",0
7.5,"vunk",0
7.5,"scav",0
7.5,"fruit",0
7.5,"nect",0
7.5,"seed",0
7.5,"plant_o",0
6.8,"inv",100
6.8,"vend",0
6.8,"vect",0
6.8,"vfish",0
6.8,"vunk",0
6.8,"scav",0
6.8,"fruit",0
6.8,"nect",0
6.8,"seed",0
6.8,"plant_o",0
6,"inv",80
6,"vend",0
6,"vect",0
6,"vfish",0
6,"vunk",0
6,"scav",0
6,"fruit",20
6,"nect",0
6,"seed",0
6,"plant_o",0
9.2,"inv",100
9.2,"vend",0
9.2,"vect",0
9.2,"vfish",0
9.2,"vunk",0
9.2,"scav",0
9.2,"fruit",0
9.2,"nect",0
9.2,"seed",0
9.2,"plant_o",0
9,"inv",100
9,"vend",0
9,"vect",0
9,"vfish",0
9,"vunk",0
9,"scav",0
9,"fruit",0
9,"nect",0
9,"seed",0
9,"plant_o",0
8,"inv",100
8,"vend",0
8,"vect",0
8,"vfish",0
8,"vunk",0
8,"scav",0
8,"fruit",0
8,"nect",0
8,"seed",0
8,"plant_o",0
7.08,"inv",100
7.08,"vend",0
7.08,"vect",0
7.08,"vfish",0
7.08,"vunk",0
7.08,"scav",0
7.08,"fruit",0
7.08,"nect",0
7.08,"seed",0
7.08,"plant_o",0
8,"inv",100
8,"vend",0
8,"vect",0
8,"vfish",0
8,"vunk",0
8,"scav",0
8,"fruit",0
8,"nect",0
8,"seed",0
8,"plant_o",0
7.5,"inv",100
7.5,"vend",0
7.5,"vect",0
7.5,"vfish",0
7.5,"vunk",0
7.5,"scav",0
7.5,"fruit",0
7.5,"nect",0
7.5,"seed",0
7.5,"plant_o",0
9.1,"inv",90
9.1,"vend",0
9.1,"vect",0
9.1,"vfish",0
9.1,"vunk",0
9.1,"scav",0
9.1,"fruit",10
9.1,"nect",0
9.1,"seed",0
9.1,"plant_o",0
8.01,"inv",100
8.01,"vend",0
8.01,"vect",0
8.01,"vfish",0
8.01,"vunk",0
8.01,"scav",0
8.01,"fruit",0
8.01,"nect",0
8.01,"seed",0
8.01,"plant_o",0
8,"inv",100
8,"vend",0
8,"vect",0
8,"vfish",0
8,"vunk",0
8,"scav",0
8,"fruit",0
8,"nect",0
8,"seed",0
8,"plant_o",0
8,"inv",100
8,"vend",0
8,"vect",0
8,"vfish",0
8,"vunk",0
8,"scav",0
8,"fruit",0
8,"nect",0
8,"seed",0
8,"plant_o",0
6,"inv",100
6,"vend",0
6,"vect",0
6,"vfish",0
6,"vunk",0
6,"scav",0
6,"fruit",0
6,"nect",0
6,"seed",0
6,"plant_o",0
7.48,"inv",100
7.48,"vend",0
7.48,"vect",0
7.48,"vfish",0
7.48,"vunk",0
7.48,"scav",0
7.48,"fruit",0
7.48,"nect",0
7.48,"seed",0
7.48,"plant_o",0
10,"inv",100
10,"vend",0
10,"vect",0
10,"vfish",0
10,"vunk",0
10,"scav",0
10,"fruit",0
10,"nect",0
10,"seed",0
10,"plant_o",0
6.9,"inv",100
6.9,"vend",0
6.9,"vect",0
6.9,"vfish",0
6.9,"vunk",0
6.9,"scav",0
6.9,"fruit",0
6.9,"nect",0
6.9,"seed",0
6.9,"plant_o",0
7.6,"inv",100
7.6,"vend",0
7.6,"vect",0
7.6,"vfish",0
7.6,"vunk",0
7.6,"scav",0
7.6,"fruit",0
7.6,"nect",0
7.6,"seed",0
7.6,"plant_o",0
8.3,"inv",100
8.3,"vend",0
8.3,"vect",0
8.3,"vfish",0
8.3,"vunk",0
8.3,"scav",0
8.3,"fruit",0
8.3,"nect",0
8.3,"seed",0
8.3,"plant_o",0
8.3,"inv",100
8.3,"vend",0
8.3,"vect",0
8.3,"vfish",0
8.3,"vunk",0
8.3,"scav",0
8.3,"fruit",0
8.3,"nect",0
8.3,"seed",0
8.3,"plant_o",0
8.7,"inv",100
8.7,"vend",0
8.7,"vect",0
8.7,"vfish",0
8.7,"vunk",0
8.7,"scav",0
8.7,"fruit",0
8.7,"nect",0
8.7,"seed",0
8.7,"plant_o",0
8.8,"inv",100
8.8,"vend",0
8.8,"vect",0
8.8,"vfish",0
8.8,"vunk",0
8.8,"scav",0
8.8,"fruit",0
8.8,"nect",0
8.8,"seed",0
8.8,"plant_o",0
8.5,"inv",100
8.5,"vend",0
8.5,"vect",0
8.5,"vfish",0
8.5,"vunk",0
8.5,"scav",0
8.5,"fruit",0
8.5,"nect",0
8.5,"seed",0
8.5,"plant_o",0
7.71,"inv",90
7.71,"vend",0
7.71,"vect",0
7.71,"vfish",0
7.71,"vunk",0
7.71,"scav",0
7.71,"fruit",10
7.71,"nect",0
7.71,"seed",0
7.71,"plant_o",0
8,"inv",100
8,"vend",0
8,"vect",0
8,"vfish",0
8,"vunk",0
8,"scav",0
8,"fruit",0
8,"nect",0
8,"seed",0
8,"plant_o",0
5.47,"inv",100
5.47,"vend",0
5.47,"vect",0
5.47,"vfish",0
5.47,"vunk",0
5.47,"scav",0
5.47,"fruit",0
5.47,"nect",0
5.47,"seed",0
5.47,"plant_o",0
5.3,"inv",100
5.3,"vend",0
5.3,"vect",0
5.3,"vfish",0
5.3,"vunk",0
5.3,"scav",0
5.3,"fruit",0
5.3,"nect",0
5.3,"seed",0
5.3,"plant_o",0
5.7,"inv",100
5.7,"vend",0
5.7,"vect",0
5.7,"vfish",0
5.7,"vunk",0
5.7,"scav",0
5.7,"fruit",0
5.7,"nect",0
5.7,"seed",0
5.7,"plant_o",0
5.25,"inv",100
5.25,"vend",0
5.25,"vect",0
5.25,"vfish",0
5.25,"vunk",0
5.25,"scav",0
5.25,"fruit",0
5.25,"nect",0
5.25,"seed",0
5.25,"plant_o",0
7.47,"inv",100
7.47,"vend",0
7.47,"vect",0
7.47,"vfish",0
7.47,"vunk",0
7.47,"scav",0
7.47,"fruit",0
7.47,"nect",0
7.47,"seed",0
7.47,"plant_o",0
6.7,"inv",100
6.7,"vend",0
6.7,"vect",0
6.7,"vfish",0
6.7,"vunk",0
6.7,"scav",0
6.7,"fruit",0
6.7,"nect",0
6.7,"seed",0
6.7,"plant_o",0
6,"inv",100
6,"vend",0
6,"vect",0
6,"vfish",0
6,"vunk",0
6,"scav",0
6,"fruit",0
6,"nect",0
6,"seed",0
6,"plant_o",0
6.6,"inv",100
6.6,"vend",0
6.6,"vect",0
6.6,"vfish",0
6.6,"vunk",0
6.6,"scav",0
6.6,"fruit",0
6.6,"nect",0
6.6,"seed",0
6.6,"plant_o",0
6.8,"inv",100
6.8,"vend",0
6.8,"vect",0
6.8,"vfish",0
6.8,"vunk",0
6.8,"scav",0
6.8,"fruit",0
6.8,"nect",0
6.8,"seed",0
6.8,"plant_o",0
6.4,"inv",90
6.4,"vend",0
6.4,"vect",0
6.4,"vfish",0
6.4,"vunk",0
6.4,"scav",0
6.4,"fruit",10
6.4,"nect",0
6.4,"seed",0
6.4,"plant_o",0
6.6,"inv",90
6.6,"vend",0
6.6,"vect",0
6.6,"vfish",0
6.6,"vunk",0
6.6,"scav",0
6.6,"fruit",10
6.6,"nect",0
6.6,"seed",0
6.6,"plant_o",0
23.2,"inv",100
23.2,"vend",0
23.2,"vect",0
23.2,"vfish",0
23.2,"vunk",0
23.2,"scav",0
23.2,"fruit",0
23.2,"nect",0
23.2,"seed",0
23.2,"plant_o",0
24.3,"inv",60
24.3,"vend",0
24.3,"vect",0
24.3,"vfish",0
24.3,"vunk",0
24.3,"scav",0
24.3,"fruit",20
24.3,"nect",0
24.3,"seed",20
24.3,"plant_o",0
21.3,"inv",100
21.3,"vend",0
21.3,"vect",0
21.3,"vfish",0
21.3,"vunk",0
21.3,"scav",0
21.3,"fruit",0
21.3,"nect",0
21.3,"seed",0
21.3,"plant_o",0
23.1,"inv",100
23.1,"vend",0
23.1,"vect",0
23.1,"vfish",0
23.1,"vunk",0
23.1,"scav",0
23.1,"fruit",0
23.1,"nect",0
23.1,"seed",0
23.1,"plant_o",0
24.95,"inv",100
24.95,"vend",0
24.95,"vect",0
24.95,"vfish",0
24.95,"vunk",0
24.95,"scav",0
24.95,"fruit",0
24.95,"nect",0
24.95,"seed",0
24.95,"plant_o",0
14.3,"inv",90
14.3,"vend",0
14.3,"vect",0
14.3,"vfish",0
14.3,"vunk",0
14.3,"scav",0
14.3,"fruit",10
14.3,"nect",0
14.3,"seed",0
14.3,"plant_o",0
17,"inv",90
17,"vend",0
17,"vect",0
17,"vfish",0
17,"vunk",0
17,"scav",0
17,"fruit",10
17,"nect",0
17,"seed",0
17,"plant_o",0
10.8,"inv",100
10.8,"vend",0
10.8,"vect",0
10.8,"vfish",0
10.8,"vunk",0
10.8,"scav",0
10.8,"fruit",0
10.8,"nect",0
10.8,"seed",0
10.8,"plant_o",0
12.2,"inv",80
12.2,"vend",0
12.2,"vect",0
12.2,"vfish",0
12.2,"vunk",0
12.2,"scav",0
12.2,"fruit",20
12.2,"nect",0
12.2,"seed",0
12.2,"plant_o",0
10.7,"inv",100
10.7,"vend",0
10.7,"vect",0
10.7,"vfish",0
10.7,"vunk",0
10.7,"scav",0
10.7,"fruit",0
10.7,"nect",0
10.7,"seed",0
10.7,"plant_o",0
9.2,"inv",90
9.2,"vend",0
9.2,"vect",0
9.2,"vfish",0
9.2,"vunk",0
9.2,"scav",0
9.2,"fruit",10
9.2,"nect",0
9.2,"seed",0
9.2,"plant_o",0
9.7,"inv",100
9.7,"vend",0
9.7,"vect",0
9.7,"vfish",0
9.7,"vunk",0
9.7,"scav",0
9.7,"fruit",0
9.7,"nect",0
9.7,"seed",0
9.7,"plant_o",0
9.14,"inv",100
9.14,"vend",0
9.14,"vect",0
9.14,"vfish",0
9.14,"vunk",0
9.14,"scav",0
9.14,"fruit",0
9.14,"nect",0
9.14,"seed",0
9.14,"plant_o",0
10,"inv",100
10,"vend",0
10,"vect",0
10,"vfish",0
10,"vunk",0
10,"scav",0
10,"fruit",0
10,"nect",0
10,"seed",0
10,"plant_o",0
12,"inv",100
12,"vend",0
12,"vect",0
12,"vfish",0
12,"vunk",0
12,"scav",0
12,"fruit",0
12,"nect",0
12,"seed",0
12,"plant_o",0
16,"inv",100
16,"vend",0
16,"vect",0
16,"vfish",0
16,"vunk",0
16,"scav",0
16,"fruit",0
16,"nect",0
16,"seed",0
16,"plant_o",0
14,"inv",100
14,"vend",0
14,"vect",0
14,"vfish",0
14,"vunk",0
14,"scav",0
14,"fruit",0
14,"nect",0
14,"seed",0
14,"plant_o",0
17,"inv",100
17,"vend",0
17,"vect",0
17,"vfish",0
17,"vunk",0
17,"scav",0
17,"fruit",0
17,"nect",0
17,"seed",0
17,"plant_o",0
17,"inv",100
17,"vend",0
17,"vect",0
17,"vfish",0
17,"vunk",0
17,"scav",0
17,"fruit",0
17,"nect",0
17,"seed",0
17,"plant_o",0
9.9,"inv",100
9.9,"vend",0
9.9,"vect",0
9.9,"vfish",0
9.9,"vunk",0
9.9,"scav",0
9.9,"fruit",0
9.9,"nect",0
9.9,"seed",0
9.9,"plant_o",0
12.7,"inv",100
12.7,"vend",0
12.7,"vect",0
12.7,"vfish",0
12.7,"vunk",0
12.7,"scav",0
12.7,"fruit",0
12.7,"nect",0
12.7,"seed",0
12.7,"plant_o",0
11,"inv",100
11,"vend",0
11,"vect",0
11,"vfish",0
11,"vunk",0
11,"scav",0
11,"fruit",0
11,"nect",0
11,"seed",0
11,"plant_o",0
11.2,"inv",100
11.2,"vend",0
11.2,"vect",0
11.2,"vfish",0
11.2,"vunk",0
11.2,"scav",0
11.2,"fruit",0
11.2,"nect",0
11.2,"seed",0
11.2,"plant_o",0
13.62,"inv",100
13.62,"vend",0
13.62,"vect",0
13.62,"vfish",0
13.62,"vunk",0
13.62,"scav",0
13.62,"fruit",0
13.62,"nect",0
13.62,"seed",0
13.62,"plant_o",0
9.5,"inv",100
9.5,"vend",0
9.5,"vect",0
9.5,"vfish",0
9.5,"vunk",0
9.5,"scav",0
9.5,"fruit",0
9.5,"nect",0
9.5,"seed",0
9.5,"plant_o",0
9.8,"inv",90
9.8,"vend",0
9.8,"vect",0
9.8,"vfish",0
9.8,"vunk",0
9.8,"scav",0
9.8,"fruit",10
9.8,"nect",0
9.8,"seed",0
9.8,"plant_o",0
10.47,"inv",80
10.47,"vend",0
10.47,"vect",0
10.47,"vfish",0
10.47,"vunk",0
10.47,"scav",0
10.47,"fruit",20
10.47,"nect",0
10.47,"seed",0
10.47,"plant_o",0
9.9,"inv",80
9.9,"vend",0
9.9,"vect",0
9.9,"vfish",0
9.9,"vunk",0
9.9,"scav",0
9.9,"fruit",20
9.9,"nect",0
9.9,"seed",0
9.9,"plant_o",0
9.8,"inv",90
9.8,"vend",0
9.8,"vect",0
9.8,"vfish",0
9.8,"vunk",0
9.8,"scav",0
9.8,"fruit",10
9.8,"nect",0
9.8,"seed",0
9.8,"plant_o",0
7.7,"inv",100
7.7,"vend",0
7.7,"vect",0
7.7,"vfish",0
7.7,"vunk",0
7.7,"scav",0
7.7,"fruit",0
7.7,"nect",0
7.7,"seed",0
7.7,"plant_o",0
7.4,"inv",100
7.4,"vend",0
7.4,"vect",0
7.4,"vfish",0
7.4,"vunk",0
7.4,"scav",0
7.4,"fruit",0
7.4,"nect",0
7.4,"seed",0
7.4,"plant_o",0
14.1,"inv",100
14.1,"vend",0
14.1,"vect",0
14.1,"vfish",0
14.1,"vunk",0
14.1,"scav",0
14.1,"fruit",0
14.1,"nect",0
14.1,"seed",0
14.1,"plant_o",0
11.9,"inv",100
11.9,"vend",0
11.9,"vect",0
11.9,"vfish",0
11.9,"vunk",0
11.9,"scav",0
11.9,"fruit",0
11.9,"nect",0
11.9,"seed",0
11.9,"plant_o",0
10,"inv",100
10,"vend",0
10,"vect",0
10,"vfish",0
10,"vunk",0
10,"scav",0
10,"fruit",0
10,"nect",0
10,"seed",0
10,"plant_o",0
9.9,"inv",100
9.9,"vend",0
9.9,"vect",0
9.9,"vfish",0
9.9,"vunk",0
9.9,"scav",0
9.9,"fruit",0
9.9,"nect",0
9.9,"seed",0
9.9,"plant_o",0
30.6,"inv",100
30.6,"vend",0
30.6,"vect",0
30.6,"vfish",0
30.6,"vunk",0
30.6,"scav",0
30.6,"fruit",0
30.6,"nect",0
30.6,"seed",0
30.6,"plant_o",0
13.6,"inv",100
13.6,"vend",0
13.6,"vect",0
13.6,"vfish",0
13.6,"vunk",0
13.6,"scav",0
13.6,"fruit",0
13.6,"nect",0
13.6,"seed",0
13.6,"plant_o",0
11.33,"inv",100
11.33,"vend",0
11.33,"vect",0
11.33,"vfish",0
11.33,"vunk",0
11.33,"scav",0
11.33,"fruit",0
11.33,"nect",0
11.33,"seed",0
11.33,"plant_o",0
11,"inv",100
11,"vend",0
11,"vect",0
11,"vfish",0
11,"vunk",0
11,"scav",0
11,"fruit",0
11,"nect",0
11,"seed",0
11,"plant_o",0
11.8,"inv",100
11.8,"vend",0
11.8,"vect",0
11.8,"vfish",0
11.8,"vunk",0
11.8,"scav",0
11.8,"fruit",0
11.8,"nect",0
11.8,"seed",0
11.8,"plant_o",0
11.22,"inv",100
11.22,"vend",0
11.22,"vect",0
11.22,"vfish",0
11.22,"vunk",0
11.22,"scav",0
11.22,"fruit",0
11.22,"nect",0
11.22,"seed",0
11.22,"plant_o",0
11.2,"inv",100
11.2,"vend",0
11.2,"vect",0
11.2,"vfish",0
11.2,"vunk",0
11.2,"scav",0
11.2,"fruit",0
11.2,"nect",0
11.2,"seed",0
11.2,"plant_o",0
13.8,"inv",100
13.8,"vend",0
13.8,"vect",0
13.8,"vfish",0
13.8,"vunk",0
13.8,"scav",0
13.8,"fruit",0
13.8,"nect",0
13.8,"seed",0
13.8,"plant_o",0
8.59,"inv",100
8.59,"vend",0
8.59,"vect",0
8.59,"vfish",0
8.59,"vunk",0
8.59,"scav",0
8.59,"fruit",0
8.59,"nect",0
8.59,"seed",0
8.59,"plant_o",0
10,"inv",100
10,"vend",0
10,"vect",0
10,"vfish",0
10,"vunk",0
10,"scav",0
10,"fruit",0
10,"nect",0
10,"seed",0
10,"plant_o",0
32.1,"inv",100
32.1,"vend",0
32.1,"vect",0
32.1,"vfish",0
32.1,"vunk",0
32.1,"scav",0
32.1,"fruit",0
32.1,"nect",0
32.1,"seed",0
32.1,"plant_o",0
27.2,"inv",90
27.2,"vend",0
27.2,"vect",0
27.2,"vfish",0
27.2,"vunk",0
27.2,"scav",0
27.2,"fruit",10
27.2,"nect",0
27.2,"seed",0
27.2,"plant_o",0
21.5,"inv",100
21.5,"vend",0
21.5,"vect",0
21.5,"vfish",0
21.5,"vunk",0
21.5,"scav",0
21.5,"fruit",0
21.5,"nect",0
21.5,"seed",0
21.5,"plant_o",0
19.9,"inv",100
19.9,"vend",0
19.9,"vect",0
19.9,"vfish",0
19.9,"vunk",0
19.9,"scav",0
19.9,"fruit",0
19.9,"nect",0
19.9,"seed",0
19.9,"plant_o",0
23,"inv",100
23,"vend",0
23,"vect",0
23,"vfish",0
23,"vunk",0
23,"scav",0
23,"fruit",0
23,"nect",0
23,"seed",0
23,"plant_o",0
13.1,"inv",90
13.1,"vend",0
13.1,"vect",0
13.1,"vfish",0
13.1,"vunk",0
13.1,"scav",0
13.1,"fruit",10
13.1,"nect",0
13.1,"seed",0
13.1,"plant_o",0
13.9,"inv",90
13.9,"vend",0
13.9,"vect",0
13.9,"vfish",0
13.9,"vunk",0
13.9,"scav",0
13.9,"fruit",10
13.9,"nect",0
13.9,"seed",0
13.9,"plant_o",0
11.6,"inv",100
11.6,"vend",0
11.6,"vect",0
11.6,"vfish",0
11.6,"vunk",0
11.6,"scav",0
11.6,"fruit",0
11.6,"nect",0
11.6,"seed",0
11.6,"plant_o",0
9.5,"inv",100
9.5,"vend",0
9.5,"vect",0
9.5,"vfish",0
9.5,"vunk",0
9.5,"scav",0
9.5,"fruit",0
9.5,"nect",0
9.5,"seed",0
9.5,"plant_o",0
9.6,"inv",100
9.6,"vend",0
9.6,"vect",0
9.6,"vfish",0
9.6,"vunk",0
9.6,"scav",0
9.6,"fruit",0
9.6,"nect",0
9.6,"seed",0
9.6,"plant_o",0
10.5,"inv",80
10.5,"vend",0
10.5,"vect",0
10.5,"vfish",0
10.5,"vunk",0
10.5,"scav",0
10.5,"fruit",20
10.5,"nect",0
10.5,"seed",0
10.5,"plant_o",0
9.3,"inv",100
9.3,"vend",0
9.3,"vect",0
9.3,"vfish",0
9.3,"vunk",0
9.3,"scav",0
