"body_mass_value","diet_type","population"
416.33,"scav",0
416.33,"fruit",20
416.33,"nect",0
416.33,"seed",20
416.33,"plant_o",50
614.75,"inv",30
614.75,"vend",0
614.75,"vect",0
614.75,"vfish",0
614.75,"vunk",0
614.75,"scav",0
614.75,"fruit",0
614.75,"nect",0
614.75,"seed",30
614.75,"plant_o",40
502.1,"inv",20
502.1,"vend",0
502.1,"vect",0
502.1,"vfish",0
502.1,"vunk",0
502.1,"scav",0
502.1,"fruit",0
502.1,"nect",0
502.1,"seed",10
502.1,"plant_o",70
441,"inv",30
441,"vend",0
441,"vect",0
441,"vfish",0
441,"vunk",0
441,"scav",0
441,"fruit",0
441,"nect",0
441,"seed",30
441,"plant_o",40
541.35,"inv",10
541.35,"vend",0
541.35,"vect",0
541.35,"vfish",0
541.35,"vunk",0
541.35,"scav",0
541.35,"fruit",0
541.35,"nect",0
541.35,"seed",20
541.35,"plant_o",70
594.11,"inv",30
594.11,"vend",0
594.11,"vect",0
594.11,"vfish",0
594.11,"vunk",0
594.11,"scav",0
594.11,"fruit",0
594.11,"nect",0
594.11,"seed",0
594.11,"plant_o",70
527.86,"inv",10
527.86,"vend",0
527.86,"vect",0
527.86,"vfish",0
527.86,"vunk",0
527.86,"scav",0
527.86,"fruit",10
527.86,"nect",0
527.86,"seed",20
527.86,"plant_o",60
452.07,"inv",10
452.07,"vend",0
452.07,"vect",0
452.07,"vfish",0
452.07,"vunk",0
452.07,"scav",0
452.07,"fruit",0
452.07,"nect",20
452.07,"seed",20
452.07,"plant_o",50
286.84,"inv",10
286.84,"vend",0
286.84,"vect",0
286.84,"vfish",0
286.84,"vunk",0
286.84,"scav",0
286.84,"fruit",20
286.84,"nect",20
286.84,"seed",0
286.84,"plant_o",50
310,"inv",30
310,"vend",0
310,"vect",0
310,"vfish",0
310,"vunk",0
310,"scav",0
310,"fruit",0
310,"nect",0
310,"seed",40
310,"plant_o",30
249.94,"inv",10
249.94,"vend",0
249.94,"vect",0
249.94,"vfish",0
249.94,"vunk",0
249.94,"scav",0
249.94,"fruit",20
249.94,"nect",0
249.94,"seed",30
249.94,"plant_o",40
509.99,"inv",20
509.99,"vend",0
509.99,"vect",0
509.99,"vfish",0
509.99,"vunk",0
509.99,"scav",0
509.99,"fruit",0
509.99,"nect",0
509.99,"seed",40
509.99,"plant_o",40
262,"inv",20
262,"vend",0
262,"vect",0
262,"vfish",0
262,"vunk",0
262,"scav",0
262,"fruit",0
262,"nect",0
262,"seed",40
262,"plant_o",40
276,"inv",50
276,"vend",0
276,"vect",0
276,"vfish",0
276,"vunk",0
276,"scav",0
276,"fruit",0
276,"nect",0
276,"seed",30
276,"plant_o",20
236.58,"inv",20
236.58,"vend",0
236.58,"vect",0
236.58,"vfish",0
236.58,"vunk",0
236.58,"scav",0
236.58,"fruit",0
236.58,"nect",0
236.58,"seed",40
236.58,"plant_o",40
269,"inv",90
269,"vend",0
269,"vect",0
269,"vfish",0
269,"vunk",0
269,"scav",0
269,"fruit",10
269,"nect",0
269,"seed",0
269,"plant_o",0
340.47,"inv",70
340.47,"vend",0
340.47,"vect",0
340.47,"vfish",0
340.47,"vunk",0
340.47,"scav",0
340.47,"fruit",10
340.47,"nect",0
340.47,"seed",0
340.47,"plant_o",20
385,"inv",50
385,"vend",0
385,"vect",0
385,"vfish",0
385,"vunk",0
385,"scav",0
385,"fruit",0
385,"nect",0
385,"seed",30
385,"plant_o",20
569.2,"inv",60
569.2,"vend",0
569.2,"vect",0
569.2,"vfish",0
569.2,"vunk",0
569.2,"scav",0
569.2,"fruit",0
569.2,"nect",0
569.2,"seed",40
569.2,"plant_o",0
389.68,"inv",20
389.68,"vend",0
389.68,"vect",0
389.68,"vfish",0
389.68,"vunk",0
389.68,"scav",0
389.68,"fruit",10
389.68,"nect",0
389.68,"seed",10
389.68,"plant_o",60
430.88,"inv",40
430.88,"vend",0
430.88,"vect",0
430.88,"vfish",0
430.88,"vunk",0
430.88,"scav",0
430.88,"fruit",0
430.88,"nect",0
430.88,"seed",0
430.88,"plant_o",60
478.33,"inv",0
478.33,"vend",0
478.33,"vect",0
478.33,"vfish",0
478.33,"vunk",0
478.33,"scav",0
478.33,"fruit",0
478.33,"nect",0
478.33,"seed",0
478.33,"plant_o",100
488,"inv",30
488,"vend",0
488,"vect",0
488,"vfish",0
488,"vunk",0
488,"scav",0
488,"fruit",0
488,"nect",0
488,"seed",20
488,"plant_o",50
376.69,"inv",20
376.69,"vend",0
376.69,"vect",0
376.69,"vfish",0
376.69,"vunk",0
376.69,"scav",0
376.69,"fruit",20
376.69,"nect",0
376.69,"seed",20
376.69,"plant_o",40
310,"inv",20
310,"vend",0
310,"vect",0
310,"vfish",0
310,"vunk",0
310,"scav",0
310,"fruit",20
310,"nect",0
310,"seed",30
310,"plant_o",30
241.45,"inv",30
241.45,"vend",0
241.45,"vect",0
241.45,"vfish",0
241.45,"vunk",0
241.45,"scav",0
241.45,"fruit",0
241.45,"nect",0
241.45,"seed",0
241.45,"plant_o",70
439.5,"inv",10
439.5,"vend",0
439.5,"vect",0
439.5,"vfish",0
439.5,"vunk",0
439.5,"scav",0
439.5,"fruit",30
439.5,"nect",0
439.5,"seed",20
439.5,"plant_o",40
469.61,"inv",40
469.61,"vend",0
469.61,"vect",0
469.61,"vfish",0
469.61,"vunk",0
469.61,"scav",0
469.61,"fruit",30
469.61,"nect",0
469.61,"seed",30
469.61,"plant_o",0
571,"inv",40
571,"vend",0
571,"vect",0
571,"vfish",0
571,"vunk",0
571,"scav",0
571,"fruit",30
571,"nect",0
571,"seed",30
571,"plant_o",0
493.02,"inv",20
493.02,"vend",0
493.02,"vect",0
493.02,"vfish",0
493.02,"vunk",0
493.02,"scav",0
493.02,"fruit",20
493.02,"nect",0
493.02,"seed",30
493.02,"plant_o",30
428.03,"inv",40
428.03,"vend",0
428.03,"vect",0
428.03,"vfish",0
428.03,"vunk",0
428.03,"scav",0
428.03,"fruit",20
428.03,"nect",0
428.03,"seed",10
428.03,"plant_o",30
629.84,"inv",30
629.84,"vend",0
629.84,"vect",0
629.84,"vfish",0
629.84,"vunk",0
629.84,"scav",0
629.84,"fruit",20
629.84,"nect",0
629.84,"seed",20
629.84,"plant_o",30
531.98,"inv",10
531.98,"vend",0
531.98,"vect",0
531.98,"vfish",0
531.98,"vunk",0
531.98,"scav",0
531.98,"fruit",0
531.98,"nect",0
531.98,"seed",30
531.98,"plant_o",60
508.09,"inv",30
508.09,"vend",0
508.09,"vect",0
508.09,"vfish",0
508.09,"vunk",0
508.09,"scav",0
508.09,"fruit",0
508.09,"nect",0
508.09,"seed",0
508.09,"plant_o",70
544.14,"inv",30
544.14,"vend",0
544.14,"vect",0
544.14,"vfish",0
544.14,"vunk",0
544.14,"scav",0
544.14,"fruit",0
544.14,"nect",0
544.14,"seed",0
544.14,"plant_o",70
449.45,"inv",30
449.45,"vend",0
449.45,"vect",0
449.45,"vfish",0
449.45,"vunk",0
449.45,"scav",0
449.45,"fruit",0
449.45,"nect",0
449.45,"seed",0
449.45,"plant_o",70
288.49,"inv",40
288.49,"vend",0
288.49,"vect",0
288.49,"vfish",0
288.49,"vunk",0
288.49,"scav",0
288.49,"fruit",0
288.49,"nect",0
288.49,"seed",30
288.49,"plant_o",30
640.61,"inv",20
640.61,"vend",0
640.61,"vect",0
640.61,"vfish",0
640.61,"vunk",0
640.61,"scav",0
640.61,"fruit",10
640.61,"nect",0
640.61,"seed",20
640.61,"plant_o",50
706.13,"inv",20
706.13,"vend",0
706.13,"vect",0
706.13,"vfish",0
706.13,"vunk",0
706.13,"scav",0
706.13,"fruit",0
706.13,"nect",0
706.13,"seed",20
706.13,"plant_o",60
454.81,"inv",10
454.81,"vend",0
454.81,"vect",0
454.81,"vfish",0
454.81,"vunk",0
454.81,"scav",0
454.81,"fruit",20
454.81,"nect",0
454.81,"seed",0
454.81,"plant_o",70
597.1,"inv",20
597.1,"vend",0
597.1,"vect",0
597.1,"vfish",0
597.1,"vunk",0
597.1,"scav",0
597.1,"fruit",0
597.1,"nect",0
597.1,"seed",40
597.1,"plant_o",40
1197.81,"inv",30
1197.81,"vend",0
1197.81,"vect",0
1197.81,"vfish",0
1197.81,"vunk",0
1197.81,"scav",0
1197.81,"fruit",0
1197.81,"nect",0
1197.81,"seed",0
1197.81,"plant_o",70
699.6,"inv",30
699.6,"vend",0
699.6,"vect",0
699.6,"vfish",0
699.6,"vunk",0
699.6,"scav",0
699.6,"fruit",40
699.6,"nect",0
699.6,"seed",30
699.6,"plant_o",0
791.53,"inv",50
791.53,"vend",0
791.53,"vect",0
791.53,"vfish",0
791.53,"vunk",0
791.53,"scav",0
791.53,"fruit",0
791.53,"nect",0
791.53,"seed",50
791.53,"plant_o",0
878,"inv",0
878,"vend",0
878,"vect",0
878,"vfish",0
878,"vunk",0
878,"scav",0
878,"fruit",0
878,"nect",0
878,"seed",100
878,"plant_o",0
1097,"inv",30
1097,"vend",0
1097,"vect",0
1097,"vfish",0
1097,"vunk",0
1097,"scav",0
1097,"fruit",0
1097,"nect",0
1097,"seed",30
1097,"plant_o",40
549.39,"inv",30
549.39,"vend",0
549.39,"vect",0
549.39,"vfish",0
549.39,"vunk",0
549.39,"scav",0
549.39,"fruit",40
549.39,"nect",0
549.39,"seed",30
549.39,"plant_o",0
460.29,"inv",30
460.29,"vend",0
460.29,"vect",0
460.29,"vfish",0
460.29,"vunk",0
460.29,"scav",0
460.29,"fruit",0
460.29,"nect",0
460.29,"seed",30
460.29,"plant_o",40
405.3,"inv",30
405.3,"vend",0
405.3,"vect",0
405.3,"vfish",0
405.3,"vunk",0
405.3,"scav",0
405.3,"fruit",0
405.3,"nect",0
405.3,"seed",30
405.3,"plant_o",40
263.41,"inv",20
263.41,"vend",0
263.41,"vect",0
263.41,"vfish",0
263.41,"vunk",0
263.41,"scav",0
263.41,"fruit",40
263.41,"nect",0
263.41,"seed",40
263.41,"plant_o",0
363.73,"inv",50
363.73,"vend",0
363.73,"vect",0
363.73,"vfish",0
363.73,"vunk",0
363.73,"scav",0
363.73,"fruit",0
363.73,"nect",0
363.73,"seed",50
363.73,"plant_o",0
746.72,"inv",20
746.72,"vend",0
746.72,"vect",0
746.72,"vfish",0
746.72,"vunk",0
746.72,"scav",0
746.72,"fruit",30
746.72,"nect",0
746.72,"seed",20
746.72,"plant_o",30
245,"inv",30
245,"vend",0
245,"vect",0
245,"vfish",0
245,"vunk",0
245,"scav",0
245,"fruit",0
245,"nect",0
245,"seed",0
245,"plant_o",70
280,"inv",20
280,"vend",0
280,"vect",0
280,"vfish",0
280,"vunk",0
280,"scav",0
280,"fruit",20
280,"nect",0
280,"seed",20
280,"plant_o",40
96.28,"inv",20
96.28,"vend",0
96.28,"vect",0
96.28,"vfish",0
96.28,"vunk",0
96.28,"scav",0
96.28,"fruit",0
96.28,"nect",0
96.28,"seed",80
96.28,"plant_o",0
94.78,"inv",30
94.78,"vend",0
94.78,"vect",0
94.78,"vfish",0
94.78,"vunk",0
94.78,"scav",0
94.78,"fruit",0
94.78,"nect",0
94.78,"seed",0
94.78,"plant_o",70
101.86,"inv",10
101.86,"vend",0
101.86,"vect",0
101.86,"vfish",0
101.86,"vunk",0
101.86,"scav",0
101.86,"fruit",0
101.86,"nect",0
101.86,"seed",60
101.86,"plant_o",30
73.75,"inv",30
73.75,"vend",0
73.75,"vect",0
73.75,"vfish",0
73.75,"vunk",0
73.75,"scav",0
73.75,"fruit",0
73.75,"nect",0
73.75,"seed",70
73.75,"plant_o",0
76,"inv",30
76,"vend",0
76,"vect",0
76,"vfish",0
76,"vunk",0
76,"scav",0
76,"fruit",0
76,"nect",0
76,"seed",50
76,"plant_o",20
107.69,"inv",30
107.69,"vend",0
107.69,"vect",0
107.69,"vfish",0
107.69,"vunk",0
107.69,"scav",0
107.69,"fruit",0
107.69,"nect",0
107.69,"seed",0
107.69,"plant_o",70
40.41,"inv",30
40.41,"vend",0
40.41,"vect",0
40.41,"vfish",0
40.41,"vunk",0
40.41,"scav",0
40.41,"fruit",0
40.41,"nect",0
40.41,"seed",40
40.41,"plant_o",30
401,"inv",20
401,"vend",0
401,"vect",0
401,"vfish",0
401,"vunk",0
401,"scav",0
401,"fruit",0
401,"nect",0
401,"seed",30
401,"plant_o",50
68.36,"inv",20
68.36,"vend",0
68.36,"vect",0
68.36,"vfish",0
68.36,"vunk",0
68.36,"scav",0
68.36,"fruit",0
68.36,"nect",0
68.36,"seed",80
68.36,"plant_o",0
60.48,"inv",30
60.48,"vend",0
60.48,"vect",0
60.48,"vfish",0
60.48,"vunk",0
60.48,"scav",0
60.48,"fruit",0
60.48,"nect",0
60.48,"seed",50
60.48,"plant_o",20
67.55,"inv",30
67.55,"vend",0
67.55,"vect",0
67.55,"vfish",0
67.55,"vunk",0
67.55,"scav",0
67.55,"fruit",0
67.55,"nect",0
67.55,"seed",40
67.55,"plant_o",30
70.65,"inv",30
70.65,"vend",0
70.65,"vect",0
70.65,"vfish",0
70.65,"vunk",0
70.65,"scav",0
70.65,"fruit",0
70.65,"nect",0
70.65,"seed",40
70.65,"plant_o",30
224.94,"inv",80
224.94,"vend",0
224.94,"vect",0
224.94,"vfish",0
224.94,"vunk",0
224.94,"scav",0
224.94,"fruit",0
224.94,"nect",0
224.94,"seed",20
224.94,"plant_o",0
344.46,"inv",20
344.46,"vend",0
344.46,"vect",0
344.46,"vfish",0
344.46,"vunk",0
344.46,"scav",0
344.46,"fruit",20
344.46,"nect",0
344.46,"seed",30
344.46,"plant_o",30
344.46,"inv",20
344.46,"vend",0
344.46,"vect",0
344.46,"vfish",0
344.46,"vunk",0
344.46,"scav",0
344.46,"fruit",30
344.46,"nect",0
344.46,"seed",30
344.46,"plant_o",20
237.31,"inv",20
237.31,"vend",0
237.31,"vect",0
237.31,"vfish",0
237.31,"vunk",0
237.31,"scav",0
237.31,"fruit",30
237.31,"nect",0
237.31,"seed",30
237.31,"plant_o",20
256.77,"inv",20
256.77,"vend",0
256.77,"vect",0
256.77,"vfish",0
256.77,"vunk",0
256.77,"scav",0
256.77,"fruit",20
256.77,"nect",0
256.77,"seed",30
256.77,"plant_o",30
268,"inv",30
268,"vend",0
268,"vect",0
268,"vfish",0
268,"vunk",0
268,"scav",0
268,"fruit",30
268,"nect",0
268,"seed",30
268,"plant_o",10
291.47,"inv",30
291.47,"vend",0
291.47,"vect",0
291.47,"vfish",0
291.47,"vunk",0
291.47,"scav",0
291.47,"fruit",30
291.47,"nect",0
291.47,"seed",30
291.47,"plant_o",10
400.11,"inv",70
400.11,"vend",0
400.11,"vect",0
400.11,"vfish",0
400.11,"vunk",0
400.11,"scav",0
400.11,"fruit",0
400.11,"nect",0
400.11,"seed",30
400.11,"plant_o",0
336,"inv",30
336,"vend",0
336,"vect",0
336,"vfish",0
336,"vunk",0
336,"scav",0
336,"fruit",30
336,"nect",0
336,"seed",0
336,"plant_o",40
272,"inv",30
272,"vend",0
272,"vect",0
272,"vfish",0
272,"vunk",0
272,"scav",0
272,"fruit",30
272,"nect",0
272,"seed",30
272,"plant_o",10
270,"inv",30
270,"vend",0
270,"vect",0
270,"vfish",0
270,"vunk",0
270,"scav",0
270,"fruit",40
270,"nect",0
270,"seed",30
270,"plant_o",0
253,"inv",30
253,"vend",0
253,"vect",0
253,"vfish",0
253,"vunk",0
253,"scav",0
253,"fruit",30
253,"nect",0
253,"seed",40
253,"plant_o",0
241,"inv",30
241,"vend",0
241,"vect",0
241,"vfish",0
241,"vunk",0
241,"scav",0
241,"fruit",30
241,"nect",0
241,"seed",30
241,"plant_o",10
285.87,"inv",30
285.87,"vend",0
285.87,"vect",0
285.87,"vfish",0
285.87,"vunk",0
285.87,"scav",0
285.87,"fruit",30
285.87,"nect",0
285.87,"seed",30
285.87,"plant_o",10
225.35,"inv",30
225.35,"vend",0
225.35,"vect",0
225.35,"vfish",0
225.35,"vunk",0
225.35,"scav",0
225.35,"fruit",30
225.35,"nect",0
225.35,"seed",30
225.35,"plant_o",10
266.64,"inv",50
266.64,"vend",0
266.64,"vect",0
266.64,"vfish",0
266.64,"vunk",0
266.64,"scav",0
266.64,"fruit",0
266.64,"nect",0
266.64,"seed",50
266.64,"plant_o",0
250,"inv",30
250,"vend",0
250,"vect",0
250,"vfish",0
250,"vunk",0
250,"scav",0
250,"fruit",30
250,"nect",0
250,"seed",40
250,"plant_o",0
269.25,"inv",30
269.25,"vend",0
269.25,"vect",0
269.25,"vfish",0
269.25,"vunk",0
269.25,"scav",0
269.25,"fruit",30
269.25,"nect",0
269.25,"seed",40
269.25,"plant_o",0
209.04,"inv",20
209.04,"vend",0
209.04,"vect",0
209.04,"vfish",0
209.04,"vunk",0
209.04,"scav",0
209.04,"fruit",30
209.04,"nect",0
209.04,"seed",30
209.04,"plant_o",20
300,"inv",60
300,"vend",0
300,"vect",0
300,"vfish",0
300,"vunk",0
300,"scav",0
300,"fruit",40
300,"nect",0
300,"seed",0
300,"plant_o",0
216.48,"inv",40
216.48,"vend",0
216.48,"vect",0
216.48,"vfish",0
216.48,"vunk",0
216.48,"scav",0
216.48,"fruit",30
216.48,"nect",0
216.48,"seed",30
216.48,"plant_o",0
193,"inv",10
193,"vend",0
193,"vect",0
193,"vfish",0
193,"vunk",0
193,"scav",0
193,"fruit",20
193,"nect",0
193,"seed",30
193,"plant_o",40
313.65,"inv",20
313.65,"vend",0
313.65,"vect",0
313.65,"vfish",0
313.65,"vunk",0
313.65,"scav",0
313.65,"fruit",30
313.65,"nect",0
313.65,"seed",30
313.65,"plant_o",20
264.79,"inv",20
264.79,"vend",0
264.79,"vect",0
264.79,"vfish",0
264.79,"vunk",0
264.79,"scav",0
264.79,"fruit",0
264.79,"nect",0
264.79,"seed",30
264.79,"plant_o",50
359.07,"inv",20
359.07,"vend",0
359.07,"vect",0
359.07,"vfish",0
359.07,"vunk",0
359.07,"scav",0
359.07,"fruit",50
359.07,"nect",0
359.07,"seed",30
359.07,"plant_o",0
254.39,"inv",20
254.39,"vend",0
254.39,"vect",0
254.39,"vfish",0
254.39,"vunk",0
254.39,"scav",0
254.39,"fruit",40
254.39,"nect",0
254.39,"seed",20
254.39,"plant_o",20
290.93,"inv",30
290.93,"vend",0
290.93,"vect",0
290.93,"vfish",0
290.93,"vunk",0
290.93,"scav",0
290.93,"fruit",40
290.93,"nect",0
290.93,"seed",30
290.93,"plant_o",0
530.67,"inv",20
530.67,"vend",0
530.67,"vect",0
530.67,"vfish",0
530.67,"vunk",0
530.67,"scav",0
530.67,"fruit",20
530.67,"nect",0
530.67,"seed",10
530.67,"plant_o",50
1613.19,"inv",20
1613.19,"vend",0
1613.19,"vect",0
1613.19,"vfish",0
1613.19,"vunk",0
1613.19,"scav",0
1613.19,"fruit",0
1613.19,"nect",0
1613.19,"seed",0
1613.19,"plant_o",80
1417.03,"inv",10
1417.03,"vend",0
1417.03,"vect",0
1417.03,"vfish",0
1417.03,"vunk",0
1417.03,"scav",0
1417.03,"fruit",0
1417.03,"nect",0
1417.03,"seed",0
1417.03,"plant_o",90
1930,"inv",0
1930,"vend",0
1930,"vect",0
1930,"vfish",0
1930,"vunk",0
1930,"scav",0
1930,"fruit",50
1930,"nect",0
1930,"seed",30
1930,"plant_o",20
1163.38,"inv",10
1163.38,"vend",0
1163.38,"vect",0
1163.38,"vfish",0
1163.38,"vunk",0
1163.38,"scav",0
1163.38,"fruit",10
1163.38,"nect",0
1163.38,"seed",10
1163.38,"plant_o",70
1122.49,"inv",0
1122.49,"vend",0
1122.49,"vect",0
1122.49,"vfish",0
1122.49,"vunk",0
1122.49,"scav",0
1122.49,"fruit",0
1122.49,"nect",0
1122.49,"seed",50
1122.49,"plant_o",50
1050.47,"inv",20
1050.47,"vend",0
1050.47,"vect",0
1050.47,"vfish",0
1050.47,"vunk",0
1050.47,"scav",0
1050.47,"fruit",30
1050.47,"nect",0
1050.47,"seed",30
1050.47,"plant_o",20
2066.51,"inv",30
2066.51,"vend",0
2066.51,"vect",0
2066.51,"vfish",0
2066.51,"vunk",0
2066.51,"scav",0
2066.51,"fruit",10
2066.51,"nect",0
2066.51,"seed",20
2066.51,"plant_o",40
2500,"inv",0
2500,"vend",0
2500,"vect",0
2500,"vfish",0
2500,"vunk",0
2500,"scav",0
2500,"fruit",0
2500,"nect",0
2500,"seed",50
2500,"plant_o",50
3008,"inv",10
3008,"vend",0
3008,"vect",0
3008,"vfish",0
3008,"vunk",0
3008,"scav",0
3008,"fruit",0
3008,"nect",0
3008,"seed",0
3008,"plant_o",90
751.72,"inv",30
751.72,"vend",0
751.72,"vect",0
751.72,"vfish",0
751.72,"vunk",0
751.72,"scav",0
751.72,"fruit",20
751.72,"nect",0
751.72,"seed",20
751.72,"plant_o",30
840.82,"inv",20
840.82,"vend",0
840.82,"vect",10
840.82,"vfish",0
840.82,"vunk",0
840.82,"scav",0
840.82,"fruit",20
840.82,"nect",0
840.82,"seed",30
840.82,"plant_o",20
766.25,"inv",30
766.25,"vend",0
766.25,"vect",0
766.25,"vfish",0
766.25,"vunk",0
766.25,"scav",0
766.25,"fruit",20
766.25,"nect",0
766.25,"seed",30
766.25,"plant_o",20
839.29,"inv",40
839.29,"vend",0
839.29,"vect",0
839.29,"vfish",0
839.29,"vunk",0
839.29,"scav",0
839.29,"fruit",10
839.29,"nect",0
839.29,"seed",40
839.29,"plant_o",10
867.98,"inv",30
867.98,"vend",0
867.98,"vect",10
867.98,"vfish",0
867.98,"vunk",0
867.98,"scav",0
867.98,"fruit",30
867.98,"nect",0
867.98,"seed",30
867.98,"plant_o",0
1230,"inv",30
1230,"vend",0
1230,"vect",0
1230,"vfish",0
1230,"vunk",0
1230,"scav",0
1230,"fruit",30
1230,"nect",0
1230,"seed",40
1230,"plant_o",0
1090.96,"inv",40
1090.96,"vend",0
1090.96,"vect",0
1090.96,"vfish",0
1090.96,"vunk",0
1090.96,"scav",0
1090.96,"fruit",30
1090.96,"nect",0
1090.96,"seed",20
1090.96,"plant_o",10
1100,"inv",20
1100,"vend",0
1100,"vect",0
1100,"vfish",0
1100,"vunk",0
1100,"scav",0
1100,"fruit",20
1100,"nect",0
1100,"seed",20
1100,"plant_o",40
1080.53,"inv",40
1080.53,"vend",0
1080.53,"vect",0
1080.53,"vfish",0
1080.53,"vunk",0
1080.53,"scav",0
1080.53,"fruit",30
1080.53,"nect",0
1080.53,"seed",20
1080.53,"plant_o",10
934.33,"inv",50
934.33,"vend",0
934.33,"vect",0
934.33,"vfish",0
934.33,"vunk",0
934.33,"scav",0
934.33,"fruit",50
934.33,"nect",0
934.33,"seed",0
934.33,"plant_o",0
1768.14,"inv",20
1768.14,"vend",0
1768.14,"vect",0
1768.14,"vfish",0
1768.14,"vunk",0
1768.14,"scav",0
1768.14,"fruit",20
1768.14,"nect",0
1768.14,"seed",30
1768.14,"plant_o",30
1088.89,"inv",50
1088.89,"vend",0
1088.89,"vect",0
1088.89,"vfish",0
1088.89,"vunk",0
1088.89,"scav",0
1088.89,"fruit",50
1088.89,"nect",0
1088.89,"seed",0
1088.89,"plant_o",0
1245.15,"inv",70
1245.15,"vend",0
1245.15,"vect",0
1245.15,"vfish",0
1245.15,"vunk",0
1245.15,"scav",0
1245.15,"fruit",0
1245.15,"nect",0
1245.15,"seed",30
1245.15,"plant_o",0
2075.25,"inv",0
2075.25,"vend",0
2075.25,"vect",0
2075.25,"vfish",0
2075.25,"vunk",0
2075.25,"scav",0
2075.25,"fruit",40
2075.25,"nect",0
2075.25,"seed",0
2075.25,"plant_o",60
1860.85,"inv",0
1860.85,"vend",0
1860.85,"vect",0
1860.85,"vfish",0
1860.85,"vunk",0
1860.85,"scav",0
1860.85,"fruit",0
1860.85,"nect",0
1860.85,"seed",0
1860.85,"plant_o",100
1768.33,"inv",20
1768.33,"vend",0
1768.33,"vect",0
1768.33,"vfish",0
1768.33,"vunk",0
1768.33,"scav",0
1768.33,"fruit",0
1768.33,"nect",0
1768.33,"seed",0
1768.33,"plant_o",80
1436.88,"inv",10
1436.88,"vend",0
1436.88,"vect",0
1436.88,"vfish",0
1436.88,"vunk",0
1436.88,"scav",0
1436.88,"fruit",0
1436.88,"nect",0
1436.88,"seed",10
1436.88,"plant_o",80
1007.45,"inv",0
1007.45,"vend",0
1007.45,"vect",0
1007.45,"vfish",0
1007.45,"vunk",0
1007.45,"scav",0
1007.45,"fruit",30
1007.45,"nect",0
1007.45,"seed",40
1007.45,"plant_o",30
873.35,"inv",10
873.35,"vend",0
873.35,"vect",0
873.35,"vfish",0
873.35,"vunk",0
873.35,"scav",0
873.35,"fruit",30
873.35,"nect",0
873.35,"seed",30
873.35,"plant_o",30
1148.69,"inv",20
1148.69,"vend",0
1148.69,"vect",0
1148.69,"vfish",0
1148.69,"vunk",0
1148.69,"scav",0
1148.69,"fruit",20
1148.69,"nect",0
1148.69,"seed",30
1148.69,"plant_o",30
1081.66,"inv",50
1081.66,"vend",0
1081.66,"vect",0
1081.66,"vfish",0
1081.66,"vunk",0
1081.66,"scav",0
1081.66,"fruit",0
1081.66,"nect",0
1081.66,"seed",50
1081.66,"plant_o",0
1204.58,"inv",10
1204.58,"vend",0
1204.58,"vect",0
1204.58,"vfish",0
1204.58,"vunk",0
1204.58,"scav",0
1204.58,"fruit",0
1204.58,"nect",0
1204.58,"seed",40
1204.58,"plant_o",50
1120.31,"inv",10
1120.31,"vend",0
1120.31,"vect",0
1120.31,"vfish",0
1120.31,"vunk",0
1120.31,"scav",0
1120.31,"fruit",30
1120.31,"nect",0
1120.31,"seed",30
1120.31,"plant_o",30
555.2,"inv",10
555.2,"vend",0
555.2,"vect",0
555.2,"vfish",0
555.2,"vunk",0
555.2,"scav",0
555.2,"fruit",0
555.2,"nect",0
555.2,"seed",0
555.2,"plant_o",90
732.47,"inv",40
732.47,"vend",0
732.47,"vect",0
732.47,"vfish",0
732.47,"vunk",0
732.47,"scav",0
732.47,"fruit",10
732.47,"nect",0
732.47,"seed",0
732.47,"plant_o",50
508,"inv",50
508,"vend",0
508,"vect",0
508,"vfish",0
508,"vunk",0
508,"scav",0
508,"fruit",50
508,"nect",0
508,"seed",0
508,"plant_o",0
416.6,"inv",60
416.6,"vend",0
416.6,"vect",0
416.6,"vfish",0
416.6,"vunk",0
416.6,"scav",0
416.6,"fruit",40
416.6,"nect",0
416.6,"seed",0
416.6,"plant_o",0
449.96,"inv",50
449.96,"vend",0
449.96,"vect",0
449.96,"vfish",0
449.96,"vunk",0
449.96,"scav",0
449.96,"fruit",40
449.96,"nect",0
449.96,"seed",0
449.96,"plant_o",10
467.84,"inv",20
467.84,"vend",0
467.84,"vect",0
467.84,"vfish",0
467.84,"vunk",0
467.84,"scav",0
467.84,"fruit",50
467.84,"nect",0
467.84,"seed",20
467.84,"plant_o",10
608,"inv",30
608,"vend",0
608,"vect",0
608,"vfish",0
608,"vunk",0
608,"scav",0
608,"fruit",40
608,"nect",0
608,"seed",0
608,"plant_o",30
416.6,"inv",50
416.6,"vend",0
416.6,"vect",0
416.6,"vfish",0
416.6,"vunk",0
416.6,"scav",0
416.6,"fruit",40
416.6,"nect",0
416.6,"seed",0
416.6,"plant_o",10
374.68,"inv",50
374.68,"vend",0
374.68,"vect",0
374.68,"vfish",0
374.68,"vunk",0
374.68,"scav",0
374.68,"fruit",40
374.68,"nect",0
374.68,"seed",0
374.68,"plant_o",10
279,"inv",40
279,"vend",0
279,"vect",10
279,"vfish",0
279,"vunk",0
279,"scav",0
279,"fruit",30
279,"nect",0
279,"seed",0
279,"plant_o",20
1959.93,"inv",20
1959.93,"vend",0
1959.93,"vect",0
1959.93,"vfish",0
1959.93,"vunk",0
1959.93,"scav",0
1959.93,"fruit",60
1959.93,"nect",0
1959.93,"seed",0
1959.93,"plant_o",20
1273.65,"inv",60
